,price,action,amount,value,price_increase,value_return
20130530,3.46,N,0,32860.00,-0.06,0.10
20130531,3.44,N,0,32682.00,-0.07,0.09
20130603,3.42,N,0,32504.00,-0.07,0.08
20130604,3.34,N,0,31792.00,-0.09,0.06
20130605,3.47,N,0,32949.00,-0.06,0.10
20130606,3.29,N,0,31347.00,-0.11,0.04
20130607,3.19,N,0,30457.00,-0.14,0.02
20130613,3.08,N,0,29478.00,-0.17,-0.02
20130614,3.16,B,0,30190.00,-0.14,0.01
20130617,3.16,N,0,30190.00,-0.14,0.01
20130618,3.14,N,0,30012.00,-0.15,0.00
20130619,3.12,N,0,29834.00,-0.15,-0.01
20130620,3.04,N,0,29122.00,-0.18,-0.03
20130621,3.07,N,0,29389.00,-0.17,-0.02
20130624,2.90,N,0,27876.00,-0.21,-0.07
20130625,2.91,N,0,27965.00,-0.21,-0.07
20130626,2.95,N,0,28321.00,-0.20,-0.06
20130627,2.87,N,0,27609.00,-0.22,-0.08
20130628,2.88,N,0,27698.00,-0.22,-0.08
20130701,2.94,B,0,28232.00,-0.20,-0.06
20130702,3.00,N,0,28766.00,-0.19,-0.04
20130703,2.99,N,0,28677.00,-0.19,-0.04
20130704,3.02,N,0,28944.00,-0.18,-0.04
20130705,3.01,N,0,28855.00,-0.18,-0.04
20130708,2.87,N,0,27609.00,-0.22,-0.08
20130709,2.89,N,0,27787.00,-0.22,-0.07
20130710,2.97,N,0,28499.00,-0.20,-0.05
20130711,3.04,N,0,29122.00,-0.18,-0.03
20130712,2.99,N,0,28677.00,-0.19,-0.04
20130715,3.06,N,0,29300.00,-0.17,-0.02
20130716,3.15,N,0,30101.00,-0.15,0.00
20130717,3.10,B,0,29656.00,-0.16,-0.01
20130718,3.08,N,0,29478.00,-0.17,-0.02
20130719,3.03,N,0,29033.00,-0.18,-0.03
20130722,3.09,N,0,29567.00,-0.16,-0.01
20130723,3.14,B,0,30012.00,-0.15,0.00
20130724,3.14,N,0,30012.00,-0.15,0.00
20130725,3.07,N,0,29389.00,-0.17,-0.02
20130726,3.09,N,0,29567.00,-0.16,-0.01
20130729,3.15,N,0,30101.00,-0.15,0.00
20130730,3.15,N,0,30101.00,-0.15,0.00
20130731,3.19,N,0,30457.00,-0.14,0.02
20130801,3.24,N,0,30902.00,-0.12,0.03
20130802,3.22,N,0,30724.00,-0.13,0.02
20130805,3.27,N,0,31169.00,-0.11,0.04
20130806,3.32,N,0,31614.00,-0.10,0.05
20130807,3.23,N,0,30813.00,-0.12,0.03
20130808,3.27,N,0,31169.00,-0.11,0.04
20130809,3.32,N,0,31614.00,-0.10,0.05
20130812,3.32,N,0,31614.00,-0.10,0.05
20130813,3.32,N,0,31614.00,-0.10,0.05
20130814,3.29,N,0,31347.00,-0.11,0.04
20130815,3.23,N,0,30813.00,-0.12,0.03
20130816,3.18,N,0,30368.00,-0.14,0.01
20130819,3.27,N,0,31169.00,-0.11,0.04
20130820,3.32,N,0,31614.00,-0.10,0.05
20130821,3.36,N,0,31970.00,-0.09,0.07
20130822,3.35,N,0,31881.00,-0.09,0.06
20130823,3.31,N,0,31525.00,-0.10,0.05
20130826,3.36,N,0,31970.00,-0.09,0.07
20130827,3.36,N,0,31970.00,-0.09,0.07
20130828,3.28,N,0,31258.00,-0.11,0.04
20130829,3.29,N,0,31347.00,-0.11,0.04
20130830,3.27,N,0,31169.00,-0.11,0.04
20130902,3.30,N,0,31436.00,-0.11,0.05
20130903,3.35,N,0,31881.00,-0.09,0.06
20130904,3.33,N,0,31703.00,-0.10,0.06
20130905,3.29,S,2900,31347.00,-0.11,0.04
20130906,3.40,N,0,32007.00,-0.08,0.07
20130909,3.40,N,0,32007.00,-0.08,0.07
20130910,3.51,N,0,32667.00,-0.05,0.09
20130911,3.53,N,0,32787.00,-0.04,0.09
20130912,3.74,N,0,34047.00,0.01,0.13
20130913,3.64,N,0,33447.00,-0.01,0.11
20130916,3.73,N,0,33987.00,0.01,0.13
20130917,3.68,N,0,33687.00,-0.00,0.12
20130918,3.69,N,0,33747.00,0.00,0.12
20130923,3.68,N,0,33687.00,-0.00,0.12
20130924,3.76,N,0,34167.00,0.02,0.14
20130925,3.75,N,0,34107.00,0.02,0.14
20130926,3.76,N,0,34167.00,0.02,0.14
20130927,3.93,N,0,35187.00,0.07,0.17
20130930,3.98,N,0,35487.00,0.08,0.18
20131008,4.02,N,0,35727.00,0.09,0.19
20131009,3.96,S,2000,35367.00,0.07,0.18
20131010,3.87,N,0,35007.00,0.05,0.17
20131011,3.90,N,0,35127.00,0.06,0.17
20131014,3.94,N,0,35287.00,0.07,0.18
20131015,3.81,N,0,34767.00,0.03,0.16
20131016,3.69,N,0,34287.00,0.00,0.14
20131017,3.76,N,0,34567.00,0.02,0.15
20131018,3.84,N,0,34887.00,0.04,0.16
20131021,3.96,N,0,35367.00,0.07,0.18
20131022,4.08,N,0,35847.00,0.11,0.19
20131023,4.18,N,0,36247.00,0.13,0.21
20131024,4.10,N,0,35927.00,0.11,0.20
20131025,3.95,N,0,35327.00,0.07,0.18
20131028,3.96,N,0,35367.00,0.07,0.18
20131029,4.07,N,0,35807.00,0.10,0.19
20131030,4.40,N,0,37127.00,0.19,0.24
20131031,4.34,N,0,36887.00,0.18,0.23
20131101,4.52,N,0,37607.00,0.22,0.25
20131104,4.54,N,0,37687.00,0.23,0.26
20131105,4.46,N,0,37367.00,0.21,0.25
20131106,4.35,N,0,36927.00,0.18,0.23
20131107,4.43,N,0,37247.00,0.20,0.24
20131108,4.33,S,1300,36847.00,0.17,0.23
20131111,4.43,N,0,37117.00,0.20,0.24
20131112,4.40,N,0,37036.00,0.19,0.23
20131113,4.27,N,0,36685.00,0.16,0.22
20131114,4.51,N,0,37333.00,0.22,0.24
20131115,4.63,N,0,37657.00,0.25,0.26
20131118,4.64,N,0,37684.00,0.26,0.26
20131119,4.72,N,0,37900.00,0.28,0.26
20131120,4.67,N,0,37765.00,0.27,0.26
20131121,4.58,N,0,37522.00,0.24,0.25
20131122,4.58,N,0,37522.00,0.24,0.25
20131125,4.76,N,0,38008.00,0.29,0.27
20131126,4.63,N,0,37657.00,0.25,0.26
20131127,4.73,N,0,37927.00,0.28,0.26
20131128,4.73,N,0,37927.00,0.28,0.26
20131129,5.00,N,0,38656.00,0.36,0.29
20131202,4.50,S,900,37306.00,0.22,0.24
20131203,4.54,N,0,37378.00,0.23,0.25
20131204,4.83,N,0,37900.00,0.31,0.26
20131205,4.84,N,0,37918.00,0.31,0.26
20131206,4.56,N,0,37414.00,0.24,0.25
20131209,4.94,N,0,38098.00,0.34,0.27
20131210,5.03,N,0,38260.00,0.36,0.28
20131211,4.95,N,0,38116.00,0.34,0.27
20131212,5.25,N,0,38656.00,0.42,0.29
20131213,5.77,N,0,39592.00,0.56,0.32
20131216,5.86,N,0,39754.00,0.59,0.33
20131217,5.31,S,900,38764.00,0.44,0.29
20131218,5.36,N,0,38809.00,0.45,0.29
20131219,5.19,N,0,38656.00,0.41,0.29
20131220,5.11,N,0,38584.00,0.38,0.29
20131223,5.13,N,0,38602.00,0.39,0.29
20131224,5.20,N,0,38665.00,0.41,0.29
20131225,5.48,N,0,38917.00,0.49,0.30
20131226,5.18,S,400,38647.00,0.40,0.29
20131227,5.36,N,0,38737.00,0.45,0.29
20131230,5.63,N,0,38872.00,0.53,0.30
20131231,5.57,N,0,38842.00,0.51,0.29
20140102,5.66,N,0,38887.00,0.53,0.30
20140103,5.63,N,0,38872.00,0.53,0.30
20140106,5.30,N,0,38707.00,0.44,0.29
20140107,5.39,N,0,38752.00,0.46,0.29
20140108,5.23,N,0,38672.00,0.42,0.29
20140109,4.96,N,0,38537.00,0.34,0.28
20140110,4.62,N,0,38367.00,0.25,0.28
20140113,4.70,N,0,38407.00,0.27,0.28
20140114,4.76,N,0,38437.00,0.29,0.28
20140115,4.79,N,0,38452.00,0.30,0.28
20140116,4.74,N,0,38427.00,0.28,0.28
20140117,4.58,N,0,38347.00,0.24,0.28
20140120,4.61,N,0,38362.00,0.25,0.28
20140121,4.66,N,0,38387.00,0.26,0.28
20140122,4.79,N,0,38452.00,0.30,0.28
20140123,4.78,N,0,38447.00,0.30,0.28
20140124,4.91,N,0,38512.00,0.33,0.28
20140127,4.86,N,0,38487.00,0.32,0.28
20140128,4.73,N,0,38422.00,0.28,0.28
20140129,4.90,N,0,38507.00,0.33,0.28
20140130,4.86,N,0,38487.00,0.32,0.28
20140207,5.01,N,0,38562.00,0.36,0.29
20140210,5.19,N,0,38652.00,0.41,0.29
20140211,5.22,N,0,38667.00,0.41,0.29
20140212,5.29,N,0,38702.00,0.43,0.29
20140213,5.07,N,0,38592.00,0.37,0.29
20140214,5.20,N,0,38657.00,0.41,0.29
20140217,5.46,B,900,38787.00,0.48,0.29
20140218,5.52,N,0,38871.00,0.50,0.30
20140219,5.51,N,0,38857.00,0.49,0.30
20140220,5.32,N,0,38591.00,0.44,0.29
20140221,5.23,N,0,38465.00,0.42,0.28
20140224,5.54,N,0,38899.00,0.50,0.30
20140225,5.36,N,0,38647.00,0.45,0.29
20140226,5.67,N,0,39081.00,0.54,0.30
20140227,5.59,N,0,38969.00,0.51,0.30
20140228,5.43,N,0,38745.00,0.47,0.29
20140303,5.56,N,0,38927.00,0.51,0.30
20140304,5.32,N,0,38591.00,0.44,0.29
20140305,5.14,N,0,38339.00,0.39,0.28
20140306,5.21,N,0,38437.00,0.41,0.28
20140307,5.04,N,0,38199.00,0.37,0.27
20140310,4.77,N,0,37821.00,0.29,0.26
20140311,4.82,N,0,37891.00,0.31,0.26
20140312,4.69,N,0,37709.00,0.27,0.26
20140313,4.78,N,0,37835.00,0.30,0.26
20140314,4.78,N,0,37835.00,0.30,0.26
20140317,4.90,N,0,38003.00,0.33,0.27
20140318,4.89,N,0,37989.00,0.33,0.27
20140319,4.78,N,0,37835.00,0.30,0.26
20140320,4.59,N,0,37569.00,0.24,0.25
20140321,4.67,N,0,37681.00,0.27,0.26
20140324,4.70,N,0,37723.00,0.27,0.26
20140325,4.70,N,0,37723.00,0.27,0.26
20140326,4.75,B,1000,37793.00,0.29,0.26
20140327,4.57,N,0,37361.00,0.24,0.25
20140328,4.37,N,0,36881.00,0.18,0.23
20140331,4.35,N,0,36833.00,0.18,0.23
20140401,4.42,N,0,37001.00,0.20,0.23
20140402,4.35,N,0,36833.00,0.18,0.23
20140403,4.40,N,0,36953.00,0.19,0.23
20140404,4.52,N,0,37241.00,0.22,0.24
20140408,4.56,N,0,37337.00,0.24,0.24
20140409,4.58,N,0,37385.00,0.24,0.25
20140410,4.60,N,0,37433.00,0.25,0.25
20140411,4.51,N,0,37217.00,0.22,0.24
20140414,4.61,N,0,37457.00,0.25,0.25
20140415,4.55,N,0,37313.00,0.23,0.24
20140416,4.55,N,0,37313.00,0.23,0.24
20140417,4.59,N,0,37409.00,0.24,0.25
20140418,4.66,N,0,37577.00,0.26,0.25
20140421,4.53,N,0,37265.00,0.23,0.24
20140422,4.48,N,0,37145.00,0.21,0.24
20140423,4.43,N,0,37025.00,0.20,0.23
20140424,4.43,N,0,37025.00,0.20,0.23
20140425,4.33,N,0,36785.00,0.17,0.23
20140428,4.06,N,0,36137.00,0.10,0.20
20140429,4.11,N,0,36257.00,0.11,0.21
20140430,4.18,N,0,36425.00,0.13,0.21
20140505,4.21,N,0,36497.00,0.14,0.22
20140506,4.22,N,0,36521.00,0.14,0.22
20140507,4.17,N,0,36401.00,0.13,0.21
20140508,4.19,N,0,36449.00,0.14,0.21
20140509,4.17,N,0,36401.00,0.13,0.21
20140512,4.30,N,0,36713.00,0.17,0.22
20140513,4.27,N,0,36641.00,0.16,0.22
20140514,4.27,N,0,36641.00,0.16,0.22
20140515,4.20,N,0,36473.00,0.14,0.22
20140516,4.17,N,0,36401.00,0.13,0.21
20140519,4.19,N,0,36449.00,0.14,0.21
20140520,4.21,N,0,36497.00,0.14,0.22
20140521,4.27,N,0,36641.00,0.16,0.22
20140522,4.27,N,0,36641.00,0.16,0.22
20140523,4.30,N,0,36713.00,0.17,0.22
20140526,4.34,N,0,36809.00,0.18,0.23
20140527,4.34,N,0,36809.00,0.18,0.23
20140528,4.61,B,1000,37457.00,0.25,0.25
20140529,4.46,N,0,36947.00,0.21,0.23
20140530,4.44,N,0,36879.00,0.20,0.23
20140603,4.45,N,0,36913.00,0.21,0.23
20140604,4.35,N,0,36573.00,0.18,0.22
20140605,4.44,N,0,36879.00,0.20,0.23
20140606,4.46,N,0,36947.00,0.21,0.23
20140609,4.47,N,0,36981.00,0.21,0.23
20140610,4.52,N,0,37151.00,0.22,0.24
20140611,4.58,N,0,37355.00,0.24,0.25
20140612,4.53,N,0,37185.00,0.23,0.24
20140613,4.60,N,0,37423.00,0.25,0.25
20140616,4.59,N,0,37389.00,0.24,0.25
20140617,4.52,N,0,37151.00,0.22,0.24
20140618,4.47,N,0,36981.00,0.21,0.23
20140619,4.36,N,0,36607.00,0.18,0.22
20140620,4.44,N,0,36879.00,0.20,0.23
20140623,4.55,N,0,37253.00,0.23,0.24
20140624,4.59,N,0,37389.00,0.24,0.25
20140625,4.54,N,0,37219.00,0.23,0.24
20140626,4.65,N,0,37593.00,0.26,0.25
20140627,4.75,N,0,37933.00,0.29,0.26
20140630,4.75,N,0,37933.00,0.29,0.26
20140701,4.75,N,0,37933.00,0.29,0.26
20140702,4.79,N,0,38069.00,0.30,0.27
20140703,4.77,N,0,38001.00,0.29,0.27
20140704,4.75,N,0,37933.00,0.29,0.26
20140707,4.75,N,0,37933.00,0.29,0.26
20140708,4.83,N,0,38205.00,0.31,0.27
20140709,4.71,N,0,37797.00,0.28,0.26
20140710,4.75,N,0,37933.00,0.29,0.26
20140711,4.85,N,0,38273.00,0.31,0.28
20140714,5.00,N,0,38783.00,0.36,0.29
20140715,4.94,N,0,38579.00,0.34,0.29
20140716,4.90,N,0,38443.00,0.33,0.28
20140717,4.86,N,0,38307.00,0.32,0.28
20140718,4.88,N,0,38375.00,0.32,0.28
20140721,4.83,N,0,38205.00,0.31,0.27
20140722,4.85,N,0,38273.00,0.31,0.28
20140723,4.75,N,0,37933.00,0.29,0.26
20140724,4.74,N,0,37899.00,0.28,0.26
20140725,4.80,N,0,38103.00,0.30,0.27
20140728,4.88,N,0,38375.00,0.32,0.28
20140729,4.90,N,0,38443.00,0.33,0.28
20140730,4.90,N,0,38443.00,0.33,0.28
20140731,4.95,N,0,38613.00,0.34,0.29
20140801,4.86,N,0,38307.00,0.32,0.28
20140804,4.96,N,0,38647.00,0.34,0.29
20140805,4.98,N,0,38715.00,0.35,0.29
20140806,4.98,N,0,38715.00,0.35,0.29
20140807,4.91,S,1100,38477.00,0.33,0.28
20140808,4.96,N,0,38592.00,0.34,0.29
