,price,action,amount,value,price_increase,value_return
20161114,27.29,N,0,32248.00,0.14,0.07
20161115,26.92,N,0,32100.00,0.12,0.07
20161116,26.59,N,0,31968.00,0.11,0.07
20161117,26.78,N,0,32044.00,0.12,0.07
20161118,25.94,S,200,31708.00,0.08,0.06
20161121,25.76,N,0,31672.00,0.07,0.06
20161122,26.26,N,0,31772.00,0.10,0.06
20161123,25.95,N,0,31710.00,0.08,0.06
20161124,26.01,N,0,31722.00,0.09,0.06
20161125,26.03,N,0,31726.00,0.09,0.06
20161128,25.75,N,0,31670.00,0.07,0.06
20161129,25.18,N,0,31556.00,0.05,0.05
20161130,24.44,N,0,31408.00,0.02,0.05
20161201,24.70,N,0,31460.00,0.03,0.05
20161202,24.15,N,0,31350.00,0.01,0.04
20161205,23.50,N,0,31220.00,-0.02,0.04
20161206,23.46,N,0,31212.00,-0.02,0.04
20161207,23.84,N,0,31288.00,-0.01,0.04
20161208,23.35,N,0,31190.00,-0.03,0.04
20161209,23.34,N,0,31188.00,-0.03,0.04
20161212,21.39,N,0,30798.00,-0.11,0.03
20161213,21.43,N,0,30806.00,-0.11,0.03
20161214,21.03,N,0,30726.00,-0.12,0.02
20161215,21.28,N,0,30776.00,-0.11,0.03
20161216,21.50,N,0,30820.00,-0.10,0.03
20161219,21.41,N,0,30802.00,-0.11,0.03
20161220,21.57,N,0,30834.00,-0.10,0.03
20161221,21.97,N,0,30914.00,-0.08,0.03
20161222,21.65,N,0,30850.00,-0.10,0.03
20161223,21.11,N,0,30742.00,-0.12,0.02
20161226,21.63,B,200,30846.00,-0.10,0.03
20161227,21.52,N,0,30802.00,-0.10,0.03
20161228,21.51,N,0,30798.00,-0.10,0.03
20161229,21.52,N,0,30802.00,-0.10,0.03
20161230,21.60,N,0,30834.00,-0.10,0.03
20170103,21.73,N,0,30886.00,-0.09,0.03
20170104,21.79,N,0,30910.00,-0.09,0.03
20170105,21.46,N,0,30778.00,-0.10,0.03
20170106,21.03,N,0,30606.00,-0.12,0.02
20170109,21.08,N,0,30626.00,-0.12,0.02
20170110,20.98,N,0,30586.00,-0.12,0.02
20170111,21.02,N,0,30602.00,-0.12,0.02
20170112,20.82,N,0,30522.00,-0.13,0.02
20170113,18.90,N,0,29754.00,-0.21,-0.01
20170116,17.14,N,0,29050.00,-0.28,-0.03
20170117,17.45,N,0,29174.00,-0.27,-0.03
20170118,16.70,N,0,28874.00,-0.30,-0.04
20170119,16.76,N,0,28898.00,-0.30,-0.04
20170120,17.05,N,0,29014.00,-0.29,-0.03
20170123,17.07,N,0,29022.00,-0.29,-0.03
20170124,16.69,N,0,28870.00,-0.30,-0.04
20170125,16.86,N,0,28938.00,-0.30,-0.04
20170126,16.96,N,0,28978.00,-0.29,-0.03
20170203,16.81,N,0,28918.00,-0.30,-0.04
20170206,16.97,N,0,28982.00,-0.29,-0.03
20170207,16.87,N,0,28942.00,-0.30,-0.04
20170208,18.56,N,0,29618.00,-0.23,-0.01
20170209,18.70,N,0,29674.00,-0.22,-0.01
20170210,18.69,N,0,29670.00,-0.22,-0.01
20170213,18.92,N,0,29762.00,-0.21,-0.01
20170214,18.92,N,0,29762.00,-0.21,-0.01
20170215,18.76,N,0,29698.00,-0.22,-0.01
20170216,19.42,N,0,29962.00,-0.19,-0.00
20170217,19.34,N,0,29930.00,-0.19,-0.00
20170220,19.49,N,0,29990.00,-0.19,-0.00
20170221,19.27,N,0,29902.00,-0.20,-0.00
20170222,19.04,N,0,29810.00,-0.21,-0.01
20170223,18.81,N,0,29718.00,-0.22,-0.01
20170224,18.88,N,0,29746.00,-0.21,-0.01
20170227,18.58,N,0,29626.00,-0.22,-0.01
20170228,18.75,N,0,29694.00,-0.22,-0.01
20170301,18.69,N,0,29670.00,-0.22,-0.01
20170302,18.95,N,0,29774.00,-0.21,-0.01
20170303,18.94,N,0,29770.00,-0.21,-0.01
20170306,19.08,N,0,29826.00,-0.20,-0.01
20170307,19.03,N,0,29806.00,-0.21,-0.01
20170308,18.75,N,0,29694.00,-0.22,-0.01
20170309,18.62,N,0,29642.00,-0.22,-0.01
20170310,18.46,N,0,29578.00,-0.23,-0.01
20170313,18.35,N,0,29534.00,-0.23,-0.02
20170314,18.39,N,0,29550.00,-0.23,-0.01
20170315,18.36,N,0,29538.00,-0.23,-0.02
20170316,19.61,B,200,30038.00,-0.18,0.00
20170317,18.78,N,0,29540.00,-0.22,-0.02
20170320,18.57,N,0,29414.00,-0.23,-0.02
20170321,18.59,N,0,29426.00,-0.22,-0.02
20170322,18.33,N,0,29270.00,-0.24,-0.02
20170323,18.50,B,200,29372.00,-0.23,-0.02
20170324,18.83,N,0,29636.00,-0.21,-0.01
20170327,18.87,N,0,29668.00,-0.21,-0.01
20170328,18.80,N,0,29612.00,-0.22,-0.01
20170329,18.35,N,0,29252.00,-0.23,-0.02
20170330,17.77,N,0,28788.00,-0.26,-0.04
20170331,17.60,N,0,28652.00,-0.27,-0.04
20170405,18.00,N,0,28972.00,-0.25,-0.03
20170406,18.03,N,0,28996.00,-0.25,-0.03
20170407,17.95,N,0,28932.00,-0.25,-0.04
20170410,17.31,N,0,28420.00,-0.28,-0.05
20170411,17.53,N,0,28596.00,-0.27,-0.05
20170412,17.63,N,0,28676.00,-0.26,-0.04
20170413,17.44,N,0,28524.00,-0.27,-0.05
20170414,17.10,N,0,28252.00,-0.29,-0.06
20170417,17.07,N,0,28228.00,-0.29,-0.06
20170418,16.71,N,0,27940.00,-0.30,-0.07
20170419,16.79,N,0,28004.00,-0.30,-0.07
20170420,16.36,N,0,27660.00,-0.32,-0.08
20170421,16.35,N,0,27652.00,-0.32,-0.08
20170424,15.72,N,0,27148.00,-0.34,-0.10
20170425,15.50,N,0,26972.00,-0.35,-0.10
20170426,15.77,N,0,27188.00,-0.34,-0.09
20170427,15.82,N,0,27228.00,-0.34,-0.09
20170428,15.96,N,0,27340.00,-0.33,-0.09
20170502,15.62,N,0,27068.00,-0.35,-0.10
20170503,15.59,N,0,27044.00,-0.35,-0.10
20170504,15.53,N,0,26996.00,-0.35,-0.10
20170505,15.16,N,0,26700.00,-0.37,-0.11
20170508,13.77,N,0,25588.00,-0.43,-0.15
20170509,12.57,N,0,24628.00,-0.48,-0.18
20170510,12.63,N,0,24676.00,-0.47,-0.18
20170511,11.37,N,0,23668.00,-0.53,-0.21
20170512,10.24,N,0,22764.00,-0.57,-0.24
20170515,9.21,N,0,21940.00,-0.62,-0.27
20170519,9.08,N,0,21836.00,-0.62,-0.27
20170522,8.52,N,0,21388.00,-0.64,-0.29
20170523,8.15,N,0,21092.00,-0.66,-0.30
20170524,8.66,N,0,21500.00,-0.64,-0.28
20170525,9.46,N,0,22140.00,-0.61,-0.26
20170526,8.96,N,0,21740.00,-0.63,-0.28
20170531,9.32,N,0,22028.00,-0.61,-0.27
20170601,9.35,N,0,22052.00,-0.61,-0.26
20170602,9.20,N,0,21932.00,-0.62,-0.27
20170605,9.32,N,0,22028.00,-0.61,-0.27
20170606,9.22,N,0,21948.00,-0.62,-0.27
20170607,9.67,N,0,22308.00,-0.60,-0.26
20170608,9.57,N,0,22228.00,-0.60,-0.26
20170609,9.46,N,0,22140.00,-0.61,-0.26
20170612,9.16,N,0,21900.00,-0.62,-0.27
20170613,9.28,N,0,21996.00,-0.61,-0.27
20170614,9.22,N,0,21948.00,-0.62,-0.27
20170615,9.63,N,0,22276.00,-0.60,-0.26
20170616,9.58,N,0,22236.00,-0.60,-0.26
20170619,9.68,N,0,22316.00,-0.60,-0.26
20170620,9.61,N,0,22260.00,-0.60,-0.26
20170621,9.60,N,0,22252.00,-0.60,-0.26
20170622,9.40,N,0,22092.00,-0.61,-0.26
20170623,9.20,B,500,21932.00,-0.62,-0.27
20170626,9.32,N,0,22088.00,-0.61,-0.26
20170627,9.25,N,0,21997.00,-0.61,-0.27
20170628,9.10,N,0,21802.00,-0.62,-0.27
20170629,9.20,N,0,21932.00,-0.62,-0.27
20170630,9.18,N,0,21906.00,-0.62,-0.27
20170703,9.19,B,500,21919.00,-0.62,-0.27
20170704,9.10,N,0,21757.00,-0.62,-0.27
20170705,9.22,N,0,21973.00,-0.62,-0.27
20170706,9.13,N,0,21811.00,-0.62,-0.27
20170707,9.27,N,0,22063.00,-0.61,-0.26
20170710,9.42,B,500,22333.00,-0.61,-0.26
20170711,9.21,N,0,21850.00,-0.62,-0.27
20170712,9.08,N,0,21551.00,-0.62,-0.28
20170713,9.17,B,0,21758.00,-0.62,-0.27
20170714,9.08,N,0,21551.00,-0.62,-0.28
20170717,8.25,N,0,19642.00,-0.66,-0.35
20170718,8.27,N,0,19688.00,-0.65,-0.34
20170719,8.72,B,0,20723.00,-0.64,-0.31
20170720,8.66,N,0,20585.00,-0.64,-0.31
20170721,8.57,N,0,20378.00,-0.64,-0.32
20170724,8.56,N,0,20355.00,-0.64,-0.32
20170725,8.65,N,0,20562.00,-0.64,-0.31
20170726,8.61,N,0,20470.00,-0.64,-0.32
20170727,9.18,N,0,21781.00,-0.62,-0.27
20170728,8.99,N,0,21344.00,-0.62,-0.29
20170731,9.23,N,0,21896.00,-0.61,-0.27
20170801,9.92,N,0,23483.00,-0.59,-0.22
20170802,10.92,N,0,25783.00,-0.54,-0.14
20170803,11.41,N,0,26910.00,-0.52,-0.10
20170804,11.06,N,0,26105.00,-0.54,-0.13
20170807,10.96,N,0,25875.00,-0.54,-0.14
20170828,12.06,N,0,28405.00,-0.50,-0.05
20170829,11.37,N,0,26818.00,-0.53,-0.11
20170830,11.45,N,0,27002.00,-0.52,-0.10
20170831,11.48,N,0,27071.00,-0.52,-0.10
20170901,11.48,N,0,27071.00,-0.52,-0.10
20170904,11.23,N,0,26496.00,-0.53,-0.12
20170905,11.25,N,0,26542.00,-0.53,-0.12
20170906,10.93,N,0,25806.00,-0.54,-0.14
20170907,10.80,N,0,25507.00,-0.55,-0.15
20170908,10.89,N,0,25714.00,-0.55,-0.14
20170911,11.12,N,0,26243.00,-0.54,-0.13
20170912,11.34,N,0,26749.00,-0.53,-0.11
20170913,11.18,N,0,26381.00,-0.53,-0.12
20170914,11.24,N,0,26519.00,-0.53,-0.12
20170915,11.71,N,0,27600.00,-0.51,-0.08
20170918,12.88,N,0,30291.00,-0.46,0.01
20170919,12.48,S,700,29371.00,-0.48,-0.02
20170920,12.74,N,0,29787.00,-0.47,-0.01
20170921,12.91,N,0,30059.00,-0.46,0.00
20170922,12.47,N,0,29355.00,-0.48,-0.02
20170925,11.76,N,0,28219.00,-0.51,-0.06
20170926,12.01,N,0,28619.00,-0.50,-0.05
20170927,12.04,N,0,28667.00,-0.50,-0.04
20170928,11.84,N,0,28347.00,-0.51,-0.06
20170929,12.63,N,0,29611.00,-0.47,-0.01
20171009,12.65,N,0,29643.00,-0.47,-0.01
20171010,13.21,N,0,30539.00,-0.45,0.02
20171011,12.97,S,500,30155.00,-0.46,0.01
20171012,12.76,N,0,29924.00,-0.47,-0.00
20171013,13.04,N,0,30232.00,-0.46,0.01
20171016,13.07,N,0,30265.00,-0.45,0.01
20171017,13.15,N,0,30353.00,-0.45,0.01
20171018,12.81,N,0,29979.00,-0.47,-0.00
20171019,12.01,S,300,29099.00,-0.50,-0.03
20171020,11.96,N,0,29059.00,-0.50,-0.03
20171023,11.69,N,0,28843.00,-0.51,-0.04
20171024,11.82,N,0,28947.00,-0.51,-0.04
20171025,11.98,N,0,29075.00,-0.50,-0.03
20171026,12.26,N,0,29299.00,-0.49,-0.02
20171027,12.15,N,0,29211.00,-0.49,-0.03
20171030,11.31,N,0,28539.00,-0.53,-0.05
20171031,11.36,N,0,28579.00,-0.53,-0.05
20171101,11.35,N,0,28571.00,-0.53,-0.05
20171102,11.24,N,0,28483.00,-0.53,-0.05
20171103,10.96,N,0,28259.00,-0.54,-0.06
20171106,11.03,N,0,28315.00,-0.54,-0.06
20171107,11.22,N,0,28467.00,-0.53,-0.05
20171108,11.35,N,0,28571.00,-0.53,-0.05
20171109,11.30,N,0,28531.00,-0.53,-0.05
20171110,11.40,N,0,28611.00,-0.52,-0.05
20171113,11.34,N,0,28563.00,-0.53,-0.05
20171114,11.05,N,0,28331.00,-0.54,-0.06
20171115,10.83,N,0,28155.00,-0.55,-0.06
20171116,10.14,N,0,27603.00,-0.58,-0.08
20171117,9.62,N,0,27187.00,-0.60,-0.09
20171120,9.52,N,0,27107.00,-0.60,-0.10
20171121,9.95,B,500,27451.00,-0.58,-0.08
20171122,9.80,N,0,27256.00,-0.59,-0.09
20171123,9.39,N,0,26723.00,-0.61,-0.11
20171124,9.49,N,0,26853.00,-0.60,-0.10
20171127,9.54,N,0,26918.00,-0.60,-0.10
20171128,9.63,N,0,27035.00,-0.60,-0.10
20171129,9.68,N,0,27100.00,-0.60,-0.10
20171130,9.58,N,0,26970.00,-0.60,-0.10
20171201,9.56,N,0,26944.00,-0.60,-0.10
20171204,9.27,N,0,26567.00,-0.61,-0.11
20171205,9.03,N,0,26255.00,-0.62,-0.12
20171206,9.19,N,0,26463.00,-0.62,-0.12
20171207,9.17,N,0,26437.00,-0.62,-0.12
20171208,9.30,B,500,26606.00,-0.61,-0.11
20171211,9.43,N,0,26840.00,-0.61,-0.11
20171212,9.22,N,0,26462.00,-0.62,-0.12
20171213,9.62,N,0,27182.00,-0.60,-0.09
20171214,9.55,N,0,27056.00,-0.60,-0.10
20171215,9.64,N,0,27218.00,-0.60,-0.09
20171218,9.52,N,0,27002.00,-0.60,-0.10
20171219,9.75,N,0,27416.00,-0.59,-0.09
20171220,9.83,N,0,27560.00,-0.59,-0.08
20171221,9.88,B,500,27650.00,-0.59,-0.08
20171222,9.76,N,0,27374.00,-0.59,-0.09
20171225,9.39,N,0,26523.00,-0.61,-0.12
20171226,9.44,N,0,26638.00,-0.61,-0.11
20171227,9.46,B,500,26684.00,-0.61,-0.11
20171228,9.64,N,0,27188.00,-0.60,-0.09
20171229,9.76,N,0,27524.00,-0.59,-0.08
20180102,9.83,N,0,27720.00,-0.59,-0.08
20180103,9.94,N,0,28028.00,-0.59,-0.07
20180104,9.89,N,0,27888.00,-0.59,-0.07
20180105,10.08,N,0,28420.00,-0.58,-0.05
20180108,10.08,N,0,28420.00,-0.58,-0.05
20180109,9.87,N,0,27832.00,-0.59,-0.07
20180110,9.93,N,0,28000.00,-0.59,-0.07
20180111,10.32,N,0,29092.00,-0.57,-0.03
20180112,10.11,N,0,28504.00,-0.58,-0.05
20180115,9.62,N,0,27132.00,-0.60,-0.10
20180116,9.90,N,0,27916.00,-0.59,-0.07
20180117,10.22,N,0,28812.00,-0.57,-0.04
20180118,10.18,N,0,28700.00,-0.58,-0.04
20180119,10.87,N,0,30632.00,-0.55,0.02
20180122,10.94,N,0,30828.00,-0.54,0.03
20180123,11.03,N,0,31080.00,-0.54,0.04
20180124,11.28,N,0,31780.00,-0.53,0.06
20180125,10.78,N,0,30380.00,-0.55,0.01
20180126,10.75,N,0,30296.00,-0.55,0.01
20180129,10.47,N,0,29512.00,-0.56,-0.02
20180130,10.51,N,0,29624.00,-0.56,-0.01
20180131,10.17,N,0,28672.00,-0.58,-0.04
20180201,9.16,S,900,25844.00,-0.62,-0.14
20180202,8.97,N,0,25483.00,-0.63,-0.15
20180205,9.03,N,0,25597.00,-0.62,-0.15
20180206,8.14,N,0,23906.00,-0.66,-0.20
20180207,8.27,N,0,24153.00,-0.65,-0.19
20180208,8.45,N,0,24495.00,-0.65,-0.18
20180209,8.01,N,0,23659.00,-0.67,-0.21
20180212,8.13,N,0,23887.00,-0.66,-0.20
20180213,8.18,N,0,23982.00,-0.66,-0.20
20180214,8.18,N,0,23982.00,-0.66,-0.20
20180222,8.32,N,0,24248.00,-0.65,-0.19
20180223,8.45,N,0,24495.00,-0.65,-0.18
20180226,8.66,N,0,24894.00,-0.64,-0.17
20180227,8.52,N,0,24628.00,-0.64,-0.18
20180228,8.60,N,0,24780.00,-0.64,-0.17
20180301,8.61,N,0,24799.00,-0.64,-0.17
20180302,8.48,N,0,24552.00,-0.65,-0.18
20180305,8.46,N,0,24514.00,-0.65,-0.18
20180306,8.72,N,0,25008.00,-0.64,-0.17
20180307,8.59,N,0,24761.00,-0.64,-0.17
20180308,8.65,N,0,24875.00,-0.64,-0.17
20180309,8.79,N,0,25141.00,-0.63,-0.16
20180312,8.90,N,0,25350.00,-0.63,-0.15
20180313,8.71,N,0,24989.00,-0.64,-0.17
20180314,8.64,N,0,24856.00,-0.64,-0.17
20180315,8.49,N,0,24571.00,-0.65,-0.18
20180316,8.48,N,0,24552.00,-0.65,-0.18
20180319,8.53,B,500,24647.00,-0.64,-0.18
20180320,8.45,N,0,24455.00,-0.65,-0.18
20180321,8.55,N,0,24695.00,-0.64,-0.18
20180322,8.50,N,0,24575.00,-0.65,-0.18
20180323,7.75,N,0,22775.00,-0.68,-0.24
20180326,7.81,N,0,22919.00,-0.67,-0.24
20180327,7.98,N,0,23327.00,-0.67,-0.22
20180328,7.84,N,0,22991.00,-0.67,-0.23
20180329,8.05,N,0,23495.00,-0.66,-0.22
20180330,8.06,N,0,23519.00,-0.66,-0.22
20180402,8.09,N,0,23591.00,-0.66,-0.21
20180403,7.97,N,0,23303.00,-0.67,-0.22
20180404,7.89,N,0,23111.00,-0.67,-0.23
20180409,7.84,N,0,22991.00,-0.67,-0.23
20180410,8.06,N,0,23519.00,-0.66,-0.22
20180411,8.04,N,0,23471.00,-0.66,-0.22
20180412,7.96,N,0,23279.00,-0.67,-0.22
20180413,7.87,N,0,23063.00,-0.67,-0.23
20180416,7.68,N,0,22607.00,-0.68,-0.25
20180417,7.59,N,0,22391.00,-0.68,-0.25
20180418,7.70,N,0,22655.00,-0.68,-0.24
20180419,7.75,N,0,22775.00,-0.68,-0.24
20180420,7.49,N,0,22151.00,-0.69,-0.26
20180423,7.43,N,0,22007.00,-0.69,-0.27
20180424,7.61,B,0,22439.00,-0.68,-0.25
20180425,7.54,N,0,22271.00,-0.69,-0.26
20180426,7.33,N,0,21767.00,-0.69,-0.27
20180427,7.39,N,0,21911.00,-0.69,-0.27
20180502,7.43,N,0,22007.00,-0.69,-0.27
20180503,7.61,N,0,22439.00,-0.68,-0.25
20180504,7.57,N,0,22343.00,-0.68,-0.26
20180507,7.64,N,0,22511.00,-0.68,-0.25
20180508,7.67,N,0,22583.00,-0.68,-0.25
20180509,7.62,N,0,22463.00,-0.68,-0.25
20180510,7.65,N,0,22535.00,-0.68,-0.25
20180511,7.50,N,0,22175.00,-0.69,-0.26
20180514,7.44,N,0,22031.00,-0.69,-0.27
20180515,7.52,N,0,22223.00,-0.69,-0.26
20180516,7.42,N,0,21983.00,-0.69,-0.27
20180517,7.38,N,0,21887.00,-0.69,-0.27
20180518,7.50,N,0,22175.00,-0.69,-0.26
20180521,7.59,N,0,22391.00,-0.68,-0.25
20180522,7.58,N,0,22367.00,-0.68,-0.25
20180523,7.43,N,0,22007.00,-0.69,-0.27
20180524,7.39,N,0,21911.00,-0.69,-0.27
20180525,7.31,N,0,21719.00,-0.70,-0.28
20180528,7.25,N,0,21575.00,-0.70,-0.28
20180529,7.08,N,0,21167.00,-0.70,-0.29
20180530,6.60,N,0,20015.00,-0.72,-0.33
20180531,6.70,N,0,20255.00,-0.72,-0.32
20180601,7.10,N,0,21215.00,-0.70,-0.29
20180604,7.06,N,0,21119.00,-0.71,-0.30
20180605,7.14,N,0,21311.00,-0.70,-0.29
20180606,7.34,N,0,21791.00,-0.69,-0.27
20180607,7.40,N,0,21935.00,-0.69,-0.27
20180608,7.18,N,0,21407.00,-0.70,-0.29
20180611,7.26,N,0,21599.00,-0.70,-0.28
20180612,7.38,N,0,21887.00,-0.69,-0.27
20180613,7.18,N,0,21407.00,-0.70,-0.29
20180614,7.37,N,0,21863.00,-0.69,-0.27
20180615,7.37,N,0,21863.00,-0.69,-0.27
20180619,6.72,N,0,20303.00,-0.72,-0.32
20180620,6.70,N,0,20255.00,-0.72,-0.32
20180621,6.45,N,0,19655.00,-0.73,-0.34
20180622,6.55,N,0,19895.00,-0.73,-0.34
20180625,6.58,N,0,19967.00,-0.73,-0.33
20180626,6.66,N,0,20159.00,-0.72,-0.33
20180627,6.63,N,0,20087.00,-0.72,-0.33
20180628,6.64,N,0,20111.00,-0.72,-0.33
20180629,6.74,N,0,20351.00,-0.72,-0.32
20180702,6.52,N,0,19823.00,-0.73,-0.34
20180703,6.63,N,0,20087.00,-0.72,-0.33
20180704,6.38,N,0,19487.00,-0.73,-0.35
20180705,6.21,N,0,19079.00,-0.74,-0.36
20180706,6.28,N,0,19247.00,-0.74,-0.36
20180709,6.38,B,0,19487.00,-0.73,-0.35
20180710,6.36,N,0,19439.00,-0.73,-0.35
20180711,6.08,N,0,18767.00,-0.75,-0.37
20180712,6.24,N,0,19151.00,-0.74,-0.36
20180713,6.19,N,0,19031.00,-0.74,-0.37
20180716,6.09,N,0,18791.00,-0.75,-0.37
20180717,6.10,N,0,18815.00,-0.75,-0.37
20180718,6.04,B,0,18671.00,-0.75,-0.38
20180719,5.96,N,0,18479.00,-0.75,-0.38
20180720,6.12,B,0,18863.00,-0.74,-0.37
20180723,6.15,N,0,18935.00,-0.74,-0.37
20180724,6.26,N,0,19199.00,-0.74,-0.36
20180725,6.18,N,0,19007.00,-0.74,-0.37
20180726,6.17,N,0,18983.00,-0.74,-0.37
20180727,6.21,N,0,19079.00,-0.74,-0.36
20180730,6.04,N,0,18671.00,-0.75,-0.38
20180731,6.07,N,0,18743.00,-0.75,-0.38
20180801,5.94,N,0,18431.00,-0.75,-0.39
20180802,5.58,N,0,17567.00,-0.77,-0.41
20180803,5.45,N,0,17255.00,-0.77,-0.42
20180806,5.27,N,0,16823.00,-0.78,-0.44
20180807,5.40,N,0,17135.00,-0.77,-0.43
20180808,5.22,N,0,16703.00,-0.78,-0.44
20180809,5.32,N,0,16943.00,-0.78,-0.44
20180810,5.37,N,0,17063.00,-0.78,-0.43
20180813,5.34,N,0,16991.00,-0.78,-0.43
20180814,5.36,N,0,17039.00,-0.78,-0.43
20180815,5.24,N,0,16751.00,-0.78,-0.44
20180816,5.32,N,0,16943.00,-0.78,-0.44
20180817,5.19,N,0,16631.00,-0.78,-0.45
20180820,5.27,B,0,16823.00,-0.78,-0.44
20180821,5.29,N,0,16871.00,-0.78,-0.44
20180822,5.20,N,0,16655.00,-0.78,-0.44
20180823,5.24,N,0,16751.00,-0.78,-0.44
20180824,5.23,N,0,16727.00,-0.78,-0.44
20180827,5.40,N,0,17135.00,-0.77,-0.43
20180828,5.37,N,0,17063.00,-0.78,-0.43
20180829,5.33,N,0,16967.00,-0.78,-0.43
