,price,action,amount,value,price_increase,value_return
20160412,25.03,N,0,41561.00,-0.01,0.39
20160413,25.88,N,0,42241.00,0.02,0.41
20160414,26.41,N,0,42665.00,0.04,0.42
20160415,26.07,N,0,42393.00,0.03,0.41
20160418,25.11,N,0,41625.00,-0.01,0.39
20160419,25.31,N,0,41785.00,-0.00,0.39
20160420,24.35,N,0,41017.00,-0.04,0.37
20160421,23.45,N,0,40297.00,-0.07,0.34
20160422,23.90,N,0,40657.00,-0.06,0.36
20160425,23.27,N,0,40153.00,-0.08,0.34
20160426,23.73,N,0,40521.00,-0.06,0.35
20160427,23.29,N,0,40169.00,-0.08,0.34
20160428,23.73,N,0,40521.00,-0.06,0.35
20160429,23.44,N,0,40289.00,-0.07,0.34
20160503,24.34,B,200,41009.00,-0.04,0.37
20160504,24.07,N,0,40739.00,-0.05,0.36
20160505,24.15,N,0,40819.00,-0.05,0.36
20160506,22.76,N,0,39429.00,-0.10,0.31
20160509,21.53,N,0,38199.00,-0.15,0.27
20160510,21.66,N,0,38329.00,-0.15,0.28
20160511,21.34,N,0,38009.00,-0.16,0.27
20160512,21.45,N,0,38119.00,-0.15,0.27
20160513,21.13,N,0,37799.00,-0.17,0.26
20160516,21.33,N,0,37999.00,-0.16,0.27
20160517,21.37,N,0,38039.00,-0.16,0.27
20160518,21.16,N,0,37829.00,-0.16,0.26
20160519,21.13,N,0,37799.00,-0.17,0.26
20160520,21.43,N,0,38099.00,-0.15,0.27
20160523,21.86,N,0,38529.00,-0.14,0.28
20160524,21.23,N,0,37899.00,-0.16,0.26
20160525,21.34,B,200,38009.00,-0.16,0.27
20160526,21.40,N,0,38081.00,-0.16,0.27
20160527,21.25,N,0,37901.00,-0.16,0.26
20160530,21.31,N,0,37973.00,-0.16,0.27
20160531,23.44,N,0,40529.00,-0.07,0.35
20160601,23.05,N,0,40061.00,-0.09,0.34
20160602,23.24,N,0,40289.00,-0.08,0.34
20160603,23.26,N,0,40313.00,-0.08,0.34
20160606,23.06,N,0,40073.00,-0.09,0.34
20160607,23.29,N,0,40349.00,-0.08,0.34
20160608,23.03,N,0,40037.00,-0.09,0.33
20160613,21.46,N,0,38153.00,-0.15,0.27
20160614,21.83,B,200,38597.00,-0.14,0.29
20160615,22.27,N,0,39213.00,-0.12,0.31
20160616,21.93,N,0,38737.00,-0.13,0.29
20160617,22.03,N,0,38877.00,-0.13,0.30
20160620,22.15,N,0,39045.00,-0.13,0.30
20160621,22.33,N,0,39297.00,-0.12,0.31
20160622,22.84,N,0,40011.00,-0.10,0.33
20160623,22.56,N,0,39619.00,-0.11,0.32
20160624,22.29,N,0,39241.00,-0.12,0.31
20160627,22.73,N,0,39857.00,-0.10,0.33
20160628,23.54,N,0,40991.00,-0.07,0.37
20160629,23.80,N,0,41355.00,-0.06,0.38
20160630,23.88,N,0,41467.00,-0.06,0.38
20160701,23.51,N,0,40949.00,-0.07,0.36
20160704,24.20,N,0,41915.00,-0.04,0.40
20160705,23.97,N,0,41593.00,-0.05,0.39
20160706,23.96,N,0,41579.00,-0.05,0.39
20160707,23.74,N,0,41271.00,-0.06,0.38
20160708,23.80,N,0,41355.00,-0.06,0.38
20160711,23.55,N,0,41005.00,-0.07,0.37
20160712,24.37,N,0,42153.00,-0.04,0.41
20160713,24.49,N,0,42321.00,-0.03,0.41
20160714,24.38,N,0,42167.00,-0.04,0.41
20160715,24.03,N,0,41677.00,-0.05,0.39
20160718,23.48,N,0,40907.00,-0.07,0.36
20160719,23.65,N,0,41145.00,-0.07,0.37
20160720,23.48,N,0,40907.00,-0.07,0.36
20160721,23.62,N,0,41103.00,-0.07,0.37
20160722,23.41,N,0,40809.00,-0.08,0.36
20160725,23.41,N,0,40809.00,-0.08,0.36
20160726,23.68,N,0,41187.00,-0.07,0.37
20160727,22.65,N,0,39745.00,-0.11,0.32
20160728,22.10,N,0,38975.00,-0.13,0.30
20160729,21.73,N,0,38457.00,-0.14,0.28
20160801,21.36,N,0,37939.00,-0.16,0.26
20160802,21.59,N,0,38261.00,-0.15,0.28
20160803,21.49,N,0,38121.00,-0.15,0.27
20160804,21.65,N,0,38345.00,-0.15,0.28
20160805,21.63,N,0,38317.00,-0.15,0.28
20160808,21.70,N,0,38415.00,-0.14,0.28
20160809,21.97,N,0,38793.00,-0.13,0.29
20160810,21.79,N,0,38541.00,-0.14,0.28
20160811,21.77,N,0,38513.00,-0.14,0.28
20160812,22.08,N,0,38947.00,-0.13,0.30
20160815,23.18,N,0,40487.00,-0.09,0.35
20160816,22.92,N,0,40123.00,-0.10,0.34
20160817,22.81,N,0,39969.00,-0.10,0.33
20160818,22.74,N,0,39871.00,-0.10,0.33
20160819,22.71,N,0,39829.00,-0.10,0.33
20160822,22.38,N,0,39367.00,-0.12,0.31
20160823,22.39,N,0,39381.00,-0.12,0.31
20160824,22.26,N,0,39199.00,-0.12,0.31
20160825,22.33,N,0,39297.00,-0.12,0.31
20160826,22.25,N,0,39185.00,-0.12,0.31
20160829,22.26,N,0,39199.00,-0.12,0.31
20160830,22.32,N,0,39283.00,-0.12,0.31
20160831,22.57,B,200,39633.00,-0.11,0.32
20160901,22.29,N,0,39185.00,-0.12,0.31
20160902,22.36,N,0,39297.00,-0.12,0.31
20160905,22.31,N,0,39217.00,-0.12,0.31
20160906,22.48,N,0,39489.00,-0.11,0.32
20160907,22.31,N,0,39217.00,-0.12,0.31
20160908,22.22,N,0,39073.00,-0.12,0.30
20160909,22.04,N,0,38785.00,-0.13,0.29
20160912,21.55,N,0,38001.00,-0.15,0.27
20160913,21.58,N,0,38049.00,-0.15,0.27
20160914,21.26,N,0,37537.00,-0.16,0.25
20160919,21.33,N,0,37649.00,-0.16,0.25
20160920,21.24,N,0,37505.00,-0.16,0.25
20160921,21.43,N,0,37809.00,-0.15,0.26
20160922,21.39,N,0,37745.00,-0.16,0.26
20160923,21.28,N,0,37569.00,-0.16,0.25
20160926,21.14,N,0,37345.00,-0.17,0.24
20160927,21.37,N,0,37713.00,-0.16,0.26
20160928,21.30,N,0,37601.00,-0.16,0.25
20160929,21.37,N,0,37713.00,-0.16,0.26
20160930,21.45,B,0,37841.00,-0.15,0.26
20161010,21.72,N,0,38273.00,-0.14,0.28
20161011,22.16,N,0,38977.00,-0.13,0.30
20161012,21.90,N,0,38561.00,-0.14,0.29
20161013,22.46,N,0,39457.00,-0.11,0.32
20161014,22.53,B,0,39569.00,-0.11,0.32
20161017,22.11,N,0,38897.00,-0.13,0.30
20161018,22.93,B,0,40209.00,-0.10,0.34
20161019,22.81,N,0,40017.00,-0.10,0.33
20161020,22.64,N,0,39745.00,-0.11,0.32
20161021,22.87,N,0,40113.00,-0.10,0.34
20161024,23.29,N,0,40785.00,-0.08,0.36
20161025,22.99,N,0,40305.00,-0.09,0.34
20161026,22.77,N,0,39953.00,-0.10,0.33
20161027,22.68,N,0,39809.00,-0.10,0.33
20161028,22.75,N,0,39921.00,-0.10,0.33
20161031,22.64,N,0,39745.00,-0.11,0.32
20161101,22.60,N,0,39681.00,-0.11,0.32
20161102,22.36,N,0,39297.00,-0.12,0.31
20161103,22.84,N,0,40065.00,-0.10,0.34
20161104,22.77,N,0,39953.00,-0.10,0.33
20161107,22.99,N,0,40305.00,-0.09,0.34
20161108,22.81,N,0,40017.00,-0.10,0.33
20161109,22.50,N,0,39521.00,-0.11,0.32
20161110,23.05,N,0,40401.00,-0.09,0.35
20161111,23.81,N,0,41617.00,-0.06,0.39
20161114,23.83,N,0,41649.00,-0.06,0.39
20161115,23.54,N,0,41185.00,-0.07,0.37
20161116,23.72,N,0,41473.00,-0.06,0.38
20161117,23.53,N,0,41169.00,-0.07,0.37
20161118,22.97,N,0,40273.00,-0.09,0.34
20161121,22.90,N,0,40161.00,-0.10,0.34
20161122,23.13,N,0,40529.00,-0.09,0.35
20161123,23.04,N,0,40385.00,-0.09,0.35
20161124,22.75,N,0,39921.00,-0.10,0.33
20161125,22.81,N,0,40017.00,-0.10,0.33
20161128,22.66,N,0,39777.00,-0.11,0.33
20161129,22.64,N,0,39745.00,-0.11,0.32
20161130,22.57,N,0,39633.00,-0.11,0.32
20161201,22.71,N,0,39857.00,-0.10,0.33
20161202,22.45,N,0,39441.00,-0.11,0.31
20161205,21.54,N,0,37985.00,-0.15,0.27
20161206,21.38,N,0,37729.00,-0.16,0.26
20161207,21.53,N,0,37969.00,-0.15,0.27
20161208,21.38,N,0,37729.00,-0.16,0.26
20161209,21.55,N,0,38001.00,-0.15,0.27
20161212,20.68,N,0,36609.00,-0.18,0.22
20161213,20.60,N,0,36481.00,-0.19,0.22
20161214,19.85,N,0,35281.00,-0.22,0.18
20161215,19.96,N,0,35457.00,-0.21,0.18
20161216,19.73,N,0,35089.00,-0.22,0.17
20161219,19.50,N,0,34721.00,-0.23,0.16
20161220,19.67,N,0,34993.00,-0.22,0.17
20161221,19.78,B,0,35169.00,-0.22,0.17
20161222,19.58,N,0,34849.00,-0.23,0.16
20161223,19.27,N,0,34353.00,-0.24,0.15
20161226,19.59,B,0,34865.00,-0.23,0.16
20161227,19.38,N,0,34529.00,-0.24,0.15
20161228,19.39,N,0,34545.00,-0.23,0.15
20161229,19.59,N,0,34865.00,-0.23,0.16
20161230,19.60,N,0,34881.00,-0.23,0.16
20170103,19.75,N,0,35121.00,-0.22,0.17
20170104,19.77,N,0,35153.00,-0.22,0.17
20170105,19.63,N,0,34929.00,-0.23,0.16
20170106,19.23,N,0,34289.00,-0.24,0.14
20170109,19.24,N,0,34305.00,-0.24,0.14
20170110,19.08,N,0,34049.00,-0.25,0.13
20170111,19.02,N,0,33953.00,-0.25,0.13
20170112,18.84,N,0,33665.00,-0.26,0.12
20170113,18.87,N,0,33713.00,-0.26,0.12
20170116,19.03,N,0,33969.00,-0.25,0.13
20170117,18.70,N,0,33441.00,-0.26,0.11
20170118,18.55,N,0,33201.00,-0.27,0.11
20170119,18.56,N,0,33217.00,-0.27,0.11
20170120,18.70,N,0,33441.00,-0.26,0.11
20170123,18.74,N,0,33505.00,-0.26,0.12
20170124,18.63,N,0,33329.00,-0.26,0.11
20170125,18.62,N,0,33313.00,-0.27,0.11
20170126,18.74,N,0,33505.00,-0.26,0.12
20170203,18.70,N,0,33441.00,-0.26,0.11
20170206,18.76,N,0,33537.00,-0.26,0.12
20170207,18.53,N,0,33169.00,-0.27,0.11
20170208,19.00,N,0,33921.00,-0.25,0.13
20170209,18.98,N,0,33889.00,-0.25,0.13
20170210,18.94,N,0,33825.00,-0.25,0.13
20170213,19.10,N,0,34081.00,-0.25,0.14
20170214,19.10,N,0,34081.00,-0.25,0.14
20170215,18.82,N,0,33633.00,-0.26,0.12
20170216,19.13,N,0,34129.00,-0.25,0.14
20170217,19.23,N,0,34289.00,-0.24,0.14
20170220,19.31,N,0,34417.00,-0.24,0.15
20170221,19.34,N,0,34465.00,-0.24,0.15
20170222,19.33,N,0,34449.00,-0.24,0.15
20170223,19.12,N,0,34113.00,-0.25,0.14
20170224,19.14,N,0,34145.00,-0.24,0.14
20170227,18.92,N,0,33793.00,-0.25,0.13
20170228,19.01,N,0,33937.00,-0.25,0.13
20170301,19.09,N,0,34065.00,-0.25,0.14
20170302,19.06,N,0,34017.00,-0.25,0.13
20170303,18.89,N,0,33745.00,-0.25,0.12
20170306,18.98,N,0,33889.00,-0.25,0.13
20170307,19.06,N,0,34017.00,-0.25,0.13
20170308,18.92,N,0,33793.00,-0.25,0.13
20170309,18.89,N,0,33745.00,-0.25,0.12
20170310,18.70,N,0,33441.00,-0.26,0.11
20170313,18.74,B,0,33505.00,-0.26,0.12
20170314,18.66,N,0,33377.00,-0.26,0.11
20170315,18.74,N,0,33505.00,-0.26,0.12
20170316,19.58,B,0,34849.00,-0.23,0.16
20170317,19.16,N,0,34177.00,-0.24,0.14
20170320,18.99,N,0,33905.00,-0.25,0.13
20170321,18.77,N,0,33553.00,-0.26,0.12
20170322,18.60,N,0,33281.00,-0.27,0.11
20170323,18.66,N,0,33377.00,-0.26,0.11
20170324,18.87,N,0,33713.00,-0.26,0.12
20170327,18.69,N,0,33425.00,-0.26,0.11
20170328,18.56,N,0,33217.00,-0.27,0.11
20170329,18.27,N,0,32753.00,-0.28,0.09
20170330,18.25,N,0,32721.00,-0.28,0.09
20170331,17.97,N,0,32273.00,-0.29,0.08
20170405,18.29,N,0,32785.00,-0.28,0.09
20170406,18.18,N,0,32609.00,-0.28,0.09
20170407,18.19,N,0,32625.00,-0.28,0.09
20170410,17.61,N,0,31697.00,-0.31,0.06
20170411,17.54,N,0,31585.00,-0.31,0.05
20170412,17.61,N,0,31697.00,-0.31,0.06
20170413,17.44,N,0,31425.00,-0.31,0.05
20170414,17.12,N,0,30913.00,-0.32,0.03
20170417,16.96,N,0,30657.00,-0.33,0.02
20170418,16.69,N,0,30225.00,-0.34,0.01
20170419,16.57,N,0,30033.00,-0.35,0.00
20170420,16.22,N,0,29473.00,-0.36,-0.02
20170421,16.32,N,0,29633.00,-0.36,-0.01
20170424,16.44,N,0,29825.00,-0.35,-0.01
20170425,16.42,N,0,29793.00,-0.35,-0.01
20170426,16.42,N,0,29793.00,-0.35,-0.01
20170427,16.50,N,0,29921.00,-0.35,-0.00
20170428,16.78,B,200,30369.00,-0.34,0.01
20170502,16.81,N,0,30423.00,-0.34,0.01
20170503,16.83,N,0,30459.00,-0.34,0.02
20170504,16.73,N,0,30279.00,-0.34,0.01
20170505,16.77,N,0,30351.00,-0.34,0.01
20170508,16.86,N,0,30513.00,-0.33,0.02
20170509,16.82,N,0,30441.00,-0.34,0.01
20170510,16.78,N,0,30369.00,-0.34,0.01
20170511,16.86,N,0,30513.00,-0.33,0.02
20170512,16.92,N,0,30621.00,-0.33,0.02
20170515,16.84,N,0,30477.00,-0.34,0.02
20170516,16.74,N,0,30297.00,-0.34,0.01
20170517,16.56,N,0,29973.00,-0.35,-0.00
20170518,16.34,N,0,29577.00,-0.36,-0.01
20170519,16.24,N,0,29397.00,-0.36,-0.02
20170522,15.91,N,0,28803.00,-0.37,-0.04
20170523,16.07,N,0,29091.00,-0.37,-0.03
20170524,16.04,N,0,29037.00,-0.37,-0.03
20170525,16.54,B,0,29937.00,-0.35,-0.00
20170526,16.41,N,0,29703.00,-0.35,-0.01
20170531,16.60,N,0,30045.00,-0.34,0.00
20170601,16.78,N,0,30369.00,-0.34,0.01
20170602,16.81,N,0,30423.00,-0.34,0.01
20170605,16.71,N,0,30243.00,-0.34,0.01
20170606,16.75,N,0,30315.00,-0.34,0.01
20170607,16.87,B,0,30531.00,-0.33,0.02
20170608,16.78,N,0,30369.00,-0.34,0.01
20170609,16.63,N,0,30099.00,-0.34,0.00
20170612,16.53,N,0,29919.00,-0.35,-0.00
20170613,16.52,N,0,29901.00,-0.35,-0.00
20170614,16.66,N,0,30153.00,-0.34,0.01
20170615,16.78,N,0,30369.00,-0.34,0.01
20170616,16.76,N,0,30333.00,-0.34,0.01
20170619,16.96,N,0,30693.00,-0.33,0.02
20170620,16.80,N,0,30405.00,-0.34,0.01
20170621,16.82,B,0,30441.00,-0.34,0.01
20170622,16.90,N,0,30585.00,-0.33,0.02
20170623,16.78,N,0,30369.00,-0.34,0.01
20170626,16.92,N,0,30621.00,-0.33,0.02
20170627,16.93,N,0,30639.00,-0.33,0.02
20170628,16.97,N,0,30711.00,-0.33,0.02
