,price,action,amount,value,price_increase,value_return
20120509,4.74,N,0,25086.00,-0.40,-0.16
20120510,4.73,N,0,25042.00,-0.41,-0.17
20120511,4.67,N,0,24778.00,-0.41,-0.17
20120514,4.67,N,0,24778.00,-0.41,-0.17
20120515,4.70,N,0,24910.00,-0.41,-0.17
20120516,4.60,N,0,24470.00,-0.42,-0.18
20120517,4.67,N,0,24778.00,-0.41,-0.17
20120518,4.51,N,0,24074.00,-0.43,-0.20
20120521,4.51,N,0,24074.00,-0.43,-0.20
20120522,4.59,N,0,24426.00,-0.42,-0.19
20120523,4.60,N,0,24470.00,-0.42,-0.18
20120524,4.53,N,0,24162.00,-0.43,-0.19
20120525,4.47,N,0,23898.00,-0.44,-0.20
20120528,4.56,B,0,24294.00,-0.43,-0.19
20120529,4.61,N,0,24514.00,-0.42,-0.18
20120530,4.63,N,0,24602.00,-0.42,-0.18
20120531,4.63,N,0,24602.00,-0.42,-0.18
20120601,4.57,N,0,24338.00,-0.43,-0.19
20120604,4.34,N,0,23326.00,-0.45,-0.22
20120605,4.36,B,0,23414.00,-0.45,-0.22
20120606,4.38,N,0,23502.00,-0.45,-0.22
20120607,4.31,N,0,23194.00,-0.46,-0.23
20120608,4.28,N,0,23062.00,-0.46,-0.23
20120611,4.36,N,0,23414.00,-0.45,-0.22
20120612,4.32,N,0,23238.00,-0.46,-0.23
20120613,4.40,N,0,23590.00,-0.45,-0.21
20120614,4.36,N,0,23414.00,-0.45,-0.22
20120615,4.38,N,0,23502.00,-0.45,-0.22
20120618,4.39,N,0,23546.00,-0.45,-0.22
20120619,4.31,N,0,23194.00,-0.46,-0.23
20120620,4.33,N,0,23282.00,-0.46,-0.22
20120621,4.22,N,0,22798.00,-0.47,-0.24
20120625,4.09,N,0,22226.00,-0.49,-0.26
20120626,4.12,N,0,22358.00,-0.48,-0.25
20120627,4.16,N,0,22534.00,-0.48,-0.25
20120628,4.07,N,0,22138.00,-0.49,-0.26
20120629,4.13,N,0,22402.00,-0.48,-0.25
20120702,4.17,N,0,22578.00,-0.48,-0.25
20120703,4.14,N,0,22446.00,-0.48,-0.25
20120704,4.11,N,0,22314.00,-0.48,-0.26
20120705,3.98,N,0,21742.00,-0.50,-0.28
20120706,4.03,N,0,21962.00,-0.49,-0.27
20120709,3.94,N,0,21566.00,-0.50,-0.28
20120710,3.95,N,0,21610.00,-0.50,-0.28
20120711,3.96,N,0,21654.00,-0.50,-0.28
20120712,3.97,N,0,21698.00,-0.50,-0.28
20120713,3.94,N,0,21566.00,-0.50,-0.28
20120716,3.79,N,0,20906.00,-0.52,-0.30
20120717,3.78,N,0,20862.00,-0.52,-0.30
20120718,3.80,N,0,20950.00,-0.52,-0.30
20120719,3.99,B,0,21786.00,-0.50,-0.27
20120720,3.97,N,0,21698.00,-0.50,-0.28
20120723,3.92,N,0,21478.00,-0.51,-0.28
20120724,3.92,N,0,21478.00,-0.51,-0.28
20120725,3.88,N,0,21302.00,-0.51,-0.29
20120726,3.85,N,0,21170.00,-0.52,-0.29
20120727,3.82,N,0,21038.00,-0.52,-0.30
20120730,3.70,N,0,20510.00,-0.53,-0.32
20120731,3.59,N,0,20026.00,-0.55,-0.33
20120801,3.64,B,0,20246.00,-0.54,-0.33
20120802,3.59,N,0,20026.00,-0.55,-0.33
20120803,3.68,N,0,20422.00,-0.54,-0.32
20120806,3.74,N,0,20686.00,-0.53,-0.31
20120807,3.78,N,0,20862.00,-0.52,-0.30
20120808,3.79,N,0,20906.00,-0.52,-0.30
20120809,3.81,N,0,20994.00,-0.52,-0.30
20120810,3.75,N,0,20730.00,-0.53,-0.31
20120813,3.67,N,0,20378.00,-0.54,-0.32
20120814,3.76,B,0,20774.00,-0.53,-0.31
20120815,3.70,N,0,20510.00,-0.53,-0.32
20120816,3.65,N,0,20290.00,-0.54,-0.32
20120817,3.65,N,0,20290.00,-0.54,-0.32
20120820,3.63,N,0,20202.00,-0.54,-0.33
20120821,3.72,N,0,20598.00,-0.53,-0.31
20120822,3.69,N,0,20466.00,-0.54,-0.32
20120823,4.06,B,0,22094.00,-0.49,-0.26
20120824,3.93,N,0,21522.00,-0.51,-0.28
20120827,3.73,N,0,20642.00,-0.53,-0.31
20120828,3.85,N,0,21170.00,-0.52,-0.29
20120829,3.79,N,0,20906.00,-0.52,-0.30
20120830,3.71,N,0,20554.00,-0.53,-0.31
20120831,3.71,B,0,20554.00,-0.53,-0.31
20120903,3.71,N,0,20554.00,-0.53,-0.31
20120904,3.71,N,0,20554.00,-0.53,-0.31
20120905,3.77,N,0,20818.00,-0.53,-0.31
20120906,3.83,N,0,21082.00,-0.52,-0.30
20120907,3.90,N,0,21390.00,-0.51,-0.29
20120910,3.94,N,0,21566.00,-0.50,-0.28
20120911,3.89,N,0,21346.00,-0.51,-0.29
20120912,3.95,N,0,21610.00,-0.50,-0.28
20120913,3.82,S,1400,21038.00,-0.52,-0.30
20120914,3.88,N,0,21218.00,-0.51,-0.29
20120917,3.75,N,0,20828.00,-0.53,-0.31
20120918,3.74,N,0,20798.00,-0.53,-0.31
20120919,3.82,N,0,21038.00,-0.52,-0.30
20120920,3.65,S,1500,20528.00,-0.54,-0.32
20120921,3.64,N,0,20513.00,-0.54,-0.32
20120924,3.64,N,0,20513.00,-0.54,-0.32
20120925,3.62,N,0,20483.00,-0.54,-0.32
20120926,3.56,N,0,20393.00,-0.55,-0.32
20120927,3.63,N,0,20498.00,-0.54,-0.32
20120928,3.67,N,0,20558.00,-0.54,-0.31
20121008,3.63,N,0,20498.00,-0.54,-0.32
20121009,3.71,N,0,20618.00,-0.53,-0.31
20121010,3.78,B,1300,20723.00,-0.52,-0.31
20121011,3.72,N,0,20555.00,-0.53,-0.31
20121012,3.80,N,0,20779.00,-0.52,-0.31
20121015,3.71,N,0,20527.00,-0.53,-0.32
20121016,3.72,N,0,20555.00,-0.53,-0.31
20121017,3.71,N,0,20527.00,-0.53,-0.32
20121018,3.78,N,0,20723.00,-0.52,-0.31
20121019,3.79,N,0,20751.00,-0.52,-0.31
20121022,3.79,N,0,20751.00,-0.52,-0.31
20121023,3.80,N,0,20779.00,-0.52,-0.31
20121024,3.86,B,1200,20947.00,-0.51,-0.30
20121025,3.79,N,0,20667.00,-0.52,-0.31
20121026,3.87,B,1200,20987.00,-0.51,-0.30
20121029,3.75,N,0,20363.00,-0.53,-0.32
20121030,3.66,N,0,19895.00,-0.54,-0.34
20121031,3.68,B,0,19999.00,-0.54,-0.33
20121101,3.72,N,0,20207.00,-0.53,-0.33
20121102,3.74,N,0,20311.00,-0.53,-0.32
20121105,3.76,N,0,20415.00,-0.53,-0.32
20121106,3.80,N,0,20623.00,-0.52,-0.31
20121107,3.73,N,0,20259.00,-0.53,-0.32
20121108,3.67,N,0,19947.00,-0.54,-0.34
20121109,3.65,N,0,19843.00,-0.54,-0.34
20121112,3.68,N,0,19999.00,-0.54,-0.33
20121113,3.65,N,0,19843.00,-0.54,-0.34
20121114,3.71,N,0,20155.00,-0.53,-0.33
20121115,3.59,N,0,19531.00,-0.55,-0.35
20121116,3.50,N,0,19063.00,-0.56,-0.36
20121119,3.48,N,0,18959.00,-0.56,-0.37
20121120,3.45,N,0,18803.00,-0.57,-0.37
20121121,3.50,N,0,19063.00,-0.56,-0.36
20121122,3.44,N,0,18751.00,-0.57,-0.37
20121123,3.47,N,0,18907.00,-0.56,-0.37
20121126,3.42,N,0,18647.00,-0.57,-0.38
20121127,3.25,N,0,17763.00,-0.59,-0.41
20121128,3.15,N,0,17243.00,-0.60,-0.43
20121129,3.10,N,0,16983.00,-0.61,-0.43
20121130,3.13,N,0,17139.00,-0.61,-0.43
20121203,3.05,N,0,16723.00,-0.62,-0.44
20121204,3.05,N,0,16723.00,-0.62,-0.44
20121205,3.18,B,0,17399.00,-0.60,-0.42
20121206,3.13,N,0,17139.00,-0.61,-0.43
20121207,3.23,N,0,17659.00,-0.59,-0.41
20121210,3.27,N,0,17867.00,-0.59,-0.40
20121211,3.25,N,0,17763.00,-0.59,-0.41
20121212,3.24,N,0,17711.00,-0.59,-0.41
20121213,3.17,N,0,17347.00,-0.60,-0.42
20121214,3.29,N,0,17971.00,-0.59,-0.40
20121217,3.33,N,0,18179.00,-0.58,-0.39
20121218,3.38,N,0,18439.00,-0.57,-0.39
20121219,3.36,N,0,18335.00,-0.58,-0.39
20121220,3.33,N,0,18179.00,-0.58,-0.39
20121221,3.33,N,0,18179.00,-0.58,-0.39
20121224,3.31,N,0,18075.00,-0.58,-0.40
20121225,3.37,N,0,18387.00,-0.58,-0.39
20121226,3.43,N,0,18699.00,-0.57,-0.38
20121227,3.40,N,0,18543.00,-0.57,-0.38
20121228,3.40,N,0,18543.00,-0.57,-0.38
20121231,3.42,B,0,18647.00,-0.57,-0.38
20130104,3.39,N,0,18491.00,-0.57,-0.38
20130107,3.44,N,0,18751.00,-0.57,-0.37
20130108,3.49,N,0,19011.00,-0.56,-0.37
20130109,3.50,N,0,19063.00,-0.56,-0.36
20130110,3.53,N,0,19219.00,-0.56,-0.36
20130111,3.51,N,0,19115.00,-0.56,-0.36
20130114,3.55,N,0,19323.00,-0.55,-0.36
20130115,3.62,N,0,19687.00,-0.54,-0.34
20130116,3.60,N,0,19583.00,-0.55,-0.35
20130117,3.60,N,0,19583.00,-0.55,-0.35
20130118,3.61,N,0,19635.00,-0.55,-0.35
20130121,3.63,N,0,19739.00,-0.54,-0.34
20130122,3.65,N,0,19843.00,-0.54,-0.34
20130123,3.60,N,0,19583.00,-0.55,-0.35
20130124,3.49,S,1700,19011.00,-0.56,-0.37
20130125,3.47,N,0,18941.00,-0.56,-0.37
20130128,3.53,N,0,19151.00,-0.56,-0.36
20130129,3.53,N,0,19151.00,-0.56,-0.36
20130130,3.57,N,0,19291.00,-0.55,-0.36
20130131,3.58,N,0,19326.00,-0.55,-0.36
20130201,3.58,N,0,19326.00,-0.55,-0.36
20130204,3.59,N,0,19361.00,-0.55,-0.35
20130205,3.58,N,0,19326.00,-0.55,-0.36
20130206,3.59,N,0,19361.00,-0.55,-0.35
20130207,3.64,N,0,19536.00,-0.54,-0.35
20130208,3.68,N,0,19676.00,-0.54,-0.34
20130218,3.67,N,0,19641.00,-0.54,-0.35
20130219,3.56,N,0,19256.00,-0.55,-0.36
20130220,3.61,N,0,19431.00,-0.55,-0.35
20130221,3.52,S,1100,19116.00,-0.56,-0.36
20130222,3.53,N,0,19140.00,-0.56,-0.36
20130225,3.56,N,0,19212.00,-0.55,-0.36
20130226,3.51,N,0,19092.00,-0.56,-0.36
20130227,3.49,N,0,19044.00,-0.56,-0.37
20130228,3.61,B,1300,19332.00,-0.55,-0.36
20130301,3.62,N,0,19369.00,-0.54,-0.35
20130304,3.52,N,0,18999.00,-0.56,-0.37
20130305,3.87,B,1200,20294.00,-0.51,-0.32
20130306,3.86,N,0,20245.00,-0.51,-0.33
20130307,3.76,N,0,19755.00,-0.53,-0.34
20130308,3.73,N,0,19608.00,-0.53,-0.35
20130311,3.85,N,0,20196.00,-0.52,-0.33
20130312,3.70,N,0,19461.00,-0.53,-0.35
20130313,3.91,N,0,20490.00,-0.51,-0.32
20130314,3.90,N,0,20441.00,-0.51,-0.32
20130315,3.88,N,0,20343.00,-0.51,-0.32
20130318,3.90,N,0,20441.00,-0.51,-0.32
20130319,3.85,N,0,20196.00,-0.52,-0.33
20130320,3.96,N,0,20735.00,-0.50,-0.31
20130321,4.01,N,0,20980.00,-0.50,-0.30
20130322,4.03,N,0,21078.00,-0.49,-0.30
20130325,3.95,N,0,20686.00,-0.50,-0.31
20130326,3.94,N,0,20637.00,-0.50,-0.31
20130327,3.87,N,0,20294.00,-0.51,-0.32
20130328,3.74,N,0,19657.00,-0.53,-0.34
20130329,3.75,N,0,19706.00,-0.53,-0.34
20130401,3.82,N,0,20049.00,-0.52,-0.33
20130402,3.85,N,0,20196.00,-0.52,-0.33
20130403,3.79,N,0,19902.00,-0.52,-0.34
20130408,3.81,N,0,20000.00,-0.52,-0.33
20130409,3.83,N,0,20098.00,-0.52,-0.33
20130410,3.92,N,0,20539.00,-0.51,-0.32
20130411,3.89,N,0,20392.00,-0.51,-0.32
20130412,3.87,N,0,20294.00,-0.51,-0.32
20130415,3.78,N,0,19853.00,-0.52,-0.34
20130416,3.85,N,0,20196.00,-0.52,-0.33
20130417,3.88,N,0,20343.00,-0.51,-0.32
20130418,3.91,N,0,20490.00,-0.51,-0.32
20130419,3.96,N,0,20735.00,-0.50,-0.31
20130422,3.98,N,0,20833.00,-0.50,-0.31
20130423,3.91,N,0,20490.00,-0.51,-0.32
20130424,4.07,N,0,21274.00,-0.49,-0.29
20130425,4.06,N,0,21225.00,-0.49,-0.29
20130426,3.98,N,0,20833.00,-0.50,-0.31
20130502,3.96,N,0,20735.00,-0.50,-0.31
20130503,4.10,B,0,21421.00,-0.48,-0.29
