,price,action,amount,value,price_increase,value_return
20111101,7.77,N,0,27611.00,-0.38,-0.08
20111102,7.81,N,0,27655.00,-0.38,-0.08
20111103,7.92,N,0,27776.00,-0.37,-0.07
20111104,8.07,N,0,27941.00,-0.36,-0.07
20111107,7.91,N,0,27765.00,-0.37,-0.07
20111108,7.86,N,0,27710.00,-0.37,-0.08
20111109,8.05,N,0,27919.00,-0.36,-0.07
20111110,7.83,N,0,27677.00,-0.38,-0.08
20111111,7.81,N,0,27655.00,-0.38,-0.08
20111114,8.28,N,0,28172.00,-0.34,-0.06
20111115,8.34,N,0,28238.00,-0.34,-0.06
20111116,8.10,N,0,27974.00,-0.35,-0.07
20111117,7.99,N,0,27853.00,-0.36,-0.07
20111118,7.61,N,0,27435.00,-0.39,-0.09
20111121,7.88,N,0,27732.00,-0.37,-0.08
20111122,7.75,N,0,27589.00,-0.38,-0.08
20111123,7.74,B,600,27578.00,-0.38,-0.08
20111124,7.76,N,0,27612.00,-0.38,-0.08
20111125,7.68,N,0,27476.00,-0.39,-0.08
20111128,7.52,N,0,27204.00,-0.40,-0.09
20111129,7.61,N,0,27357.00,-0.39,-0.09
20111130,7.25,N,0,26745.00,-0.42,-0.11
20111201,7.43,N,0,27051.00,-0.41,-0.10
20111202,7.20,N,0,26660.00,-0.43,-0.11
20111205,6.84,N,0,26048.00,-0.45,-0.13
20111206,6.70,N,0,25810.00,-0.47,-0.14
20111207,6.72,N,0,25844.00,-0.46,-0.14
20111208,6.70,N,0,25810.00,-0.47,-0.14
20111209,6.63,N,0,25691.00,-0.47,-0.14
20111212,6.47,N,0,25419.00,-0.48,-0.15
20111213,6.07,N,0,24739.00,-0.52,-0.18
20111214,5.97,N,0,24569.00,-0.52,-0.18
20111215,5.81,N,0,24297.00,-0.54,-0.19
20111216,5.99,N,0,24603.00,-0.52,-0.18
20111219,5.86,N,0,24382.00,-0.53,-0.19
20111220,5.87,N,0,24399.00,-0.53,-0.19
20111221,5.78,N,0,24246.00,-0.54,-0.19
20111222,5.67,N,0,24059.00,-0.55,-0.20
20111223,5.71,N,0,24127.00,-0.55,-0.20
20111226,5.62,N,0,23974.00,-0.55,-0.20
20111227,5.57,N,0,23889.00,-0.56,-0.20
20111228,5.52,N,0,23804.00,-0.56,-0.21
20111229,5.48,N,0,23736.00,-0.56,-0.21
20111230,5.55,N,0,23855.00,-0.56,-0.20
20120104,5.49,N,0,23753.00,-0.56,-0.21
20120105,5.00,N,0,22920.00,-0.60,-0.24
20120106,5.02,N,0,22954.00,-0.60,-0.23
20120109,5.24,N,0,23328.00,-0.58,-0.22
20120110,5.50,N,0,23770.00,-0.56,-0.21
20120111,5.55,N,0,23855.00,-0.56,-0.20
20120112,5.55,N,0,23855.00,-0.56,-0.20
20120113,5.19,N,0,23243.00,-0.59,-0.23
20120116,5.09,N,0,23073.00,-0.59,-0.23
20120117,5.47,N,0,23719.00,-0.56,-0.21
20120118,5.40,N,0,23600.00,-0.57,-0.21
20120119,5.59,N,0,23923.00,-0.55,-0.20
20120120,5.76,N,0,24212.00,-0.54,-0.19
20120130,5.66,N,0,24042.00,-0.55,-0.20
20120131,5.66,N,0,24042.00,-0.55,-0.20
20120201,5.63,N,0,23991.00,-0.55,-0.20
20120202,5.76,N,0,24212.00,-0.54,-0.19
20120203,5.97,N,0,24569.00,-0.52,-0.18
20120206,5.87,N,0,24399.00,-0.53,-0.19
20120207,5.70,N,0,24110.00,-0.55,-0.20
20120208,5.90,N,0,24450.00,-0.53,-0.18
20120209,5.89,N,0,24433.00,-0.53,-0.19
20120210,5.98,N,0,24586.00,-0.52,-0.18
20120213,6.06,N,0,24722.00,-0.52,-0.18
20120214,6.08,N,0,24756.00,-0.52,-0.17
20120215,6.25,N,0,25045.00,-0.50,-0.17
20120216,6.45,N,0,25385.00,-0.49,-0.15
20120217,6.36,N,0,25232.00,-0.49,-0.16
20120220,6.25,N,0,25045.00,-0.50,-0.17
20120221,6.26,N,0,25062.00,-0.50,-0.16
20120222,6.43,N,0,25351.00,-0.49,-0.15
20120223,6.48,N,0,25436.00,-0.48,-0.15
20120224,6.55,N,0,25555.00,-0.48,-0.15
20120227,6.73,S,800,25861.00,-0.46,-0.14
20120228,6.67,N,0,25807.00,-0.47,-0.14
20120229,6.66,N,0,25798.00,-0.47,-0.14
20120301,6.71,N,0,25843.00,-0.47,-0.14
20120302,6.71,N,0,25843.00,-0.47,-0.14
20120305,6.74,N,0,25870.00,-0.46,-0.14
20120306,6.83,N,0,25951.00,-0.46,-0.13
20120307,7.04,N,0,26140.00,-0.44,-0.13
20120308,7.09,S,400,26185.00,-0.44,-0.13
20120309,7.13,N,0,26205.00,-0.43,-0.13
20120312,7.12,N,0,26200.00,-0.43,-0.13
20120313,7.26,N,0,26270.00,-0.42,-0.12
20120314,6.78,S,200,26030.00,-0.46,-0.13
20120315,6.63,N,0,25985.00,-0.47,-0.13
20120316,6.91,N,0,26069.00,-0.45,-0.13
20120319,7.29,N,0,26183.00,-0.42,-0.13
20120320,7.11,N,0,26129.00,-0.43,-0.13
20120321,7.18,N,0,26150.00,-0.43,-0.13
20120322,6.78,N,0,26030.00,-0.46,-0.13
20120323,6.48,N,0,25940.00,-0.48,-0.14
20120326,6.49,N,0,25943.00,-0.48,-0.14
20120327,6.40,N,0,25916.00,-0.49,-0.14
20120328,5.98,N,0,25790.00,-0.52,-0.14
20120329,5.80,N,0,25736.00,-0.54,-0.14
20120330,5.89,N,0,25763.00,-0.53,-0.14
20120405,6.00,N,0,25796.00,-0.52,-0.14
20120406,6.02,N,0,25802.00,-0.52,-0.14
20120409,5.91,N,0,25769.00,-0.53,-0.14
20120410,5.90,N,0,25766.00,-0.53,-0.14
20120411,5.90,N,0,25766.00,-0.53,-0.14
20120412,6.08,N,0,25820.00,-0.52,-0.14
20120413,6.35,B,700,25901.00,-0.49,-0.14
20120416,6.41,N,0,25961.00,-0.49,-0.13
20120417,6.61,N,0,26161.00,-0.47,-0.13
20120418,6.68,N,0,26231.00,-0.47,-0.13
20120420,6.66,N,0,26211.00,-0.47,-0.13
20120423,6.33,N,0,25881.00,-0.50,-0.14
20120424,6.05,N,0,25601.00,-0.52,-0.15
20120425,6.29,N,0,25841.00,-0.50,-0.14
20120426,6.12,N,0,25671.00,-0.51,-0.14
20120427,5.97,N,0,25521.00,-0.52,-0.15
20120502,5.98,N,0,25531.00,-0.52,-0.15
20120503,5.98,N,0,25531.00,-0.52,-0.15
20120504,6.06,N,0,25611.00,-0.52,-0.15
20120507,6.18,N,0,25731.00,-0.51,-0.14
20120508,6.21,N,0,25761.00,-0.51,-0.14
20120509,6.33,B,700,25881.00,-0.50,-0.14
20120510,6.15,N,0,25575.00,-0.51,-0.15
20120511,6.02,N,0,25354.00,-0.52,-0.15
20120514,5.89,N,0,25133.00,-0.53,-0.16
20120515,5.91,N,0,25167.00,-0.53,-0.16
20120516,5.83,N,0,25031.00,-0.54,-0.17
20120517,5.94,B,800,25218.00,-0.53,-0.16
20120518,5.80,N,0,24868.00,-0.54,-0.17
20120521,5.84,N,0,24968.00,-0.53,-0.17
20120522,6.01,N,0,25393.00,-0.52,-0.15
20120523,6.01,N,0,25393.00,-0.52,-0.15
20120524,5.89,N,0,25093.00,-0.53,-0.16
20120525,5.58,N,0,24318.00,-0.56,-0.19
20120528,5.92,B,800,25168.00,-0.53,-0.16
20120529,5.84,N,0,24904.00,-0.53,-0.17
20120530,5.79,N,0,24739.00,-0.54,-0.18
20120531,5.69,N,0,24409.00,-0.55,-0.19
20120601,5.71,N,0,24475.00,-0.55,-0.18
20120604,5.42,N,0,23518.00,-0.57,-0.22
20120605,5.41,N,0,23485.00,-0.57,-0.22
20120606,5.35,N,0,23287.00,-0.57,-0.22
20120607,5.30,N,0,23122.00,-0.58,-0.23
20120608,5.28,N,0,23056.00,-0.58,-0.23
20120611,5.35,N,0,23287.00,-0.57,-0.22
20120612,5.35,N,0,23287.00,-0.57,-0.22
20120613,5.44,N,0,23584.00,-0.57,-0.21
20120614,5.37,N,0,23353.00,-0.57,-0.22
20120615,5.42,N,0,23518.00,-0.57,-0.22
20120618,5.41,N,0,23485.00,-0.57,-0.22
20120619,5.30,N,0,23122.00,-0.58,-0.23
20120620,5.29,N,0,23089.00,-0.58,-0.23
20120621,5.14,N,0,22594.00,-0.59,-0.25
20120625,4.89,N,0,21769.00,-0.61,-0.27
20120626,4.92,N,0,21868.00,-0.61,-0.27
20120627,4.80,N,0,21472.00,-0.62,-0.28
20120628,4.63,N,0,20911.00,-0.63,-0.30
20120629,4.78,N,0,21406.00,-0.62,-0.29
20120702,4.73,N,0,21241.00,-0.62,-0.29
20120703,4.65,N,0,20977.00,-0.63,-0.30
20120704,4.60,N,0,20812.00,-0.63,-0.31
20120705,4.43,N,0,20251.00,-0.65,-0.32
20120706,4.50,N,0,20482.00,-0.64,-0.32
20120709,4.30,N,0,19822.00,-0.66,-0.34
20120710,4.17,N,0,19393.00,-0.67,-0.35
20120711,4.18,N,0,19426.00,-0.67,-0.35
20120712,4.23,N,0,19591.00,-0.66,-0.35
20120713,4.27,B,1100,19723.00,-0.66,-0.34
20120716,4.00,N,0,18535.00,-0.68,-0.38
20120717,4.10,N,0,18975.00,-0.67,-0.37
20120718,4.25,B,0,19635.00,-0.66,-0.35
20120719,4.68,N,0,21527.00,-0.63,-0.28
20120720,5.14,N,0,23551.00,-0.59,-0.21
20120723,4.88,N,0,22407.00,-0.61,-0.25
20120724,4.88,N,0,22407.00,-0.61,-0.25
20120725,4.95,N,0,22715.00,-0.61,-0.24
20120726,4.76,N,0,21879.00,-0.62,-0.27
20120727,4.52,N,0,20823.00,-0.64,-0.31
20120730,4.16,N,0,19239.00,-0.67,-0.36
20120731,4.17,N,0,19283.00,-0.67,-0.36
20120801,4.32,N,0,19943.00,-0.66,-0.34
20120802,4.19,N,0,19371.00,-0.67,-0.35
20120803,4.61,N,0,21219.00,-0.63,-0.29
20120806,5.07,N,0,23243.00,-0.60,-0.23
20120807,5.30,N,0,24255.00,-0.58,-0.19
20120808,5.05,N,0,23155.00,-0.60,-0.23
20120809,5.04,N,0,23111.00,-0.60,-0.23
20120810,5.55,N,0,25355.00,-0.56,-0.15
20120813,5.26,N,0,24079.00,-0.58,-0.20
20120814,5.52,N,0,25223.00,-0.56,-0.16
20120815,5.51,N,0,25179.00,-0.56,-0.16
20120816,5.36,N,0,24519.00,-0.57,-0.18
20120817,5.20,N,0,23815.00,-0.59,-0.21
20120820,5.28,N,0,24167.00,-0.58,-0.19
20120821,5.31,N,0,24299.00,-0.58,-0.19
20120822,5.11,S,1400,23419.00,-0.59,-0.22
20120823,5.41,N,0,24319.00,-0.57,-0.19
20120824,5.12,N,0,23449.00,-0.59,-0.22
20120827,4.99,N,0,23059.00,-0.60,-0.23
20120828,5.01,N,0,23119.00,-0.60,-0.23
20120829,4.65,N,0,22039.00,-0.63,-0.27
20120830,4.47,N,0,21499.00,-0.64,-0.28
20120831,4.55,N,0,21739.00,-0.64,-0.28
20120903,4.65,N,0,22039.00,-0.63,-0.27
20120904,4.57,N,0,21799.00,-0.64,-0.27
20120905,4.59,N,0,21859.00,-0.63,-0.27
20120906,4.64,N,0,22009.00,-0.63,-0.27
20120907,4.83,N,0,22579.00,-0.62,-0.25
20120910,4.96,N,0,22969.00,-0.60,-0.23
20120911,4.98,N,0,23029.00,-0.60,-0.23
20120912,4.94,N,0,22909.00,-0.61,-0.24
20120913,4.82,N,0,22549.00,-0.62,-0.25
20120914,4.82,N,0,22549.00,-0.62,-0.25
20120917,4.48,N,0,21529.00,-0.64,-0.28
20120918,4.47,N,0,21499.00,-0.64,-0.28
20120919,4.57,N,0,21799.00,-0.64,-0.27
20120920,4.40,N,0,21289.00,-0.65,-0.29
20120921,4.37,N,0,21199.00,-0.65,-0.29
20120924,4.50,N,0,21589.00,-0.64,-0.28
20120925,4.40,N,0,21289.00,-0.65,-0.29
20120926,4.18,N,0,20629.00,-0.67,-0.31
20120927,4.25,N,0,20839.00,-0.66,-0.31
20120928,4.43,N,0,21379.00,-0.65,-0.29
20121008,4.49,N,0,21559.00,-0.64,-0.28
20121009,4.59,N,0,21859.00,-0.63,-0.27
20121010,4.68,B,1000,22129.00,-0.63,-0.26
20121011,4.51,N,0,21449.00,-0.64,-0.29
20121012,4.75,N,0,22409.00,-0.62,-0.25
20121015,4.69,N,0,22169.00,-0.63,-0.26
20121016,4.64,N,0,21969.00,-0.63,-0.27
20121017,4.64,N,0,21969.00,-0.63,-0.27
20121018,4.72,N,0,22289.00,-0.62,-0.26
20121019,4.66,N,0,22049.00,-0.63,-0.27
20121022,4.65,N,0,22009.00,-0.63,-0.27
20121023,4.67,N,0,22089.00,-0.63,-0.26
20121024,4.70,N,0,22209.00,-0.63,-0.26
20121025,4.82,N,0,22689.00,-0.62,-0.24
20121026,4.55,N,0,21609.00,-0.64,-0.28
20121029,4.42,N,0,21089.00,-0.65,-0.30
20121030,4.41,N,0,21049.00,-0.65,-0.30
20121031,4.40,N,0,21009.00,-0.65,-0.30
20121101,4.58,N,0,21729.00,-0.64,-0.28
20121102,4.61,N,0,21849.00,-0.63,-0.27
20121105,4.63,N,0,21929.00,-0.63,-0.27
20121106,4.53,N,0,21529.00,-0.64,-0.28
20121107,4.52,N,0,21489.00,-0.64,-0.28
20121108,4.34,N,0,20769.00,-0.65,-0.31
20121109,4.34,N,0,20769.00,-0.65,-0.31
20121112,4.39,N,0,20969.00,-0.65,-0.30
20121113,4.32,N,0,20689.00,-0.66,-0.31
20121114,4.25,N,0,20409.00,-0.66,-0.32
20121115,4.14,N,0,19969.00,-0.67,-0.33
20121116,4.05,N,0,19609.00,-0.68,-0.35
20121119,4.09,N,0,19769.00,-0.67,-0.34
20121120,4.05,N,0,19609.00,-0.68,-0.35
20121121,4.13,N,0,19929.00,-0.67,-0.34
20121122,4.07,N,0,19689.00,-0.68,-0.34
20121123,4.08,N,0,19729.00,-0.67,-0.34
20121126,4.06,N,0,19649.00,-0.68,-0.35
20121127,3.84,N,0,18769.00,-0.69,-0.37
20121128,3.68,N,0,18129.00,-0.71,-0.40
20121129,3.64,N,0,17969.00,-0.71,-0.40
20121130,3.71,N,0,18249.00,-0.70,-0.39
20121203,3.65,N,0,18009.00,-0.71,-0.40
20121204,3.76,B,0,18449.00,-0.70,-0.39
20121205,3.91,N,0,19049.00,-0.69,-0.37
20121206,3.87,N,0,18889.00,-0.69,-0.37
20121207,3.95,N,0,19209.00,-0.69,-0.36
20121210,4.06,N,0,19649.00,-0.68,-0.35
20121211,4.01,N,0,19449.00,-0.68,-0.35
20121212,3.98,N,0,19329.00,-0.68,-0.36
20121213,3.89,N,0,18969.00,-0.69,-0.37
20121214,4.07,N,0,19689.00,-0.68,-0.34
20121217,4.12,N,0,19889.00,-0.67,-0.34
20121218,4.12,N,0,19889.00,-0.67,-0.34
20121219,4.09,N,0,19769.00,-0.67,-0.34
20121220,4.03,N,0,19529.00,-0.68,-0.35
20121221,4.06,N,0,19649.00,-0.68,-0.35
20121224,4.02,N,0,19489.00,-0.68,-0.35
20121225,4.12,N,0,19889.00,-0.67,-0.34
20121226,4.19,N,0,20169.00,-0.67,-0.33
20121227,4.19,N,0,20169.00,-0.67,-0.33
20121228,4.25,N,0,20409.00,-0.66,-0.32
20121231,4.26,N,0,20449.00,-0.66,-0.32
20130104,4.22,N,0,20289.00,-0.66,-0.32
20130107,4.24,N,0,20369.00,-0.66,-0.32
20130108,4.31,N,0,20649.00,-0.66,-0.31
20130109,4.28,N,0,20529.00,-0.66,-0.32
20130110,4.38,N,0,20929.00,-0.65,-0.30
20130111,4.20,N,0,20209.00,-0.67,-0.33
20130114,4.38,N,0,20929.00,-0.65,-0.30
20130115,4.39,N,0,20969.00,-0.65,-0.30
20130116,4.42,N,0,21089.00,-0.65,-0.30
20130117,4.38,N,0,20929.00,-0.65,-0.30
20130118,4.48,N,0,21329.00,-0.64,-0.29
20130121,4.46,N,0,21249.00,-0.64,-0.29
20130122,4.43,N,0,21129.00,-0.65,-0.30
20130123,4.43,N,0,21129.00,-0.65,-0.30
20130124,4.53,N,0,21529.00,-0.64,-0.28
20130125,4.63,N,0,21929.00,-0.63,-0.27
20130128,4.60,N,0,21809.00,-0.63,-0.27
20130129,4.71,N,0,22249.00,-0.62,-0.26
20130130,4.93,N,0,23129.00,-0.61,-0.23
20130131,4.75,S,1300,22409.00,-0.62,-0.25
20130201,4.75,N,0,22409.00,-0.62,-0.25
20130204,4.61,N,0,22031.00,-0.63,-0.27
20130205,4.68,N,0,22220.00,-0.63,-0.26
20130206,4.61,N,0,22031.00,-0.63,-0.27
20130207,4.57,N,0,21923.00,-0.64,-0.27
20130208,4.63,N,0,22085.00,-0.63,-0.26
20130218,4.64,N,0,22112.00,-0.63,-0.26
20130219,4.70,N,0,22274.00,-0.63,-0.26
20130220,4.72,N,0,22328.00,-0.62,-0.26
20130221,4.45,N,0,21599.00,-0.65,-0.28
20130222,4.45,N,0,21599.00,-0.65,-0.28
20130225,4.47,N,0,21653.00,-0.64,-0.28
20130226,4.66,N,0,22166.00,-0.63,-0.26
20130227,4.77,N,0,22463.00,-0.62,-0.25
20130228,4.75,N,0,22409.00,-0.62,-0.25
20130301,5.23,N,0,23705.00,-0.58,-0.21
20130304,5.24,N,0,23732.00,-0.58,-0.21
20130305,5.29,N,0,23867.00,-0.58,-0.20
20130306,5.30,N,0,23894.00,-0.58,-0.20
20130307,5.70,N,0,24974.00,-0.55,-0.17
20130308,5.49,N,0,24407.00,-0.56,-0.19
20130311,5.47,N,0,24353.00,-0.56,-0.19
20130312,5.26,N,0,23786.00,-0.58,-0.21
20130313,5.11,N,0,23381.00,-0.59,-0.22
20130314,5.13,N,0,23435.00,-0.59,-0.22
20130315,5.26,N,0,23786.00,-0.58,-0.21
20130318,5.17,N,0,23543.00,-0.59,-0.22
20130319,5.26,N,0,23786.00,-0.58,-0.21
20130320,5.43,N,0,24245.00,-0.57,-0.19
20130321,5.47,N,0,24353.00,-0.56,-0.19
20130322,5.34,N,0,24002.00,-0.57,-0.20
20130325,5.29,N,0,23867.00,-0.58,-0.20
20130326,5.11,N,0,23381.00,-0.59,-0.22
20130327,5.12,N,0,23408.00,-0.59,-0.22
20130328,4.87,N,0,22733.00,-0.61,-0.24
20130329,4.98,N,0,23030.00,-0.60,-0.23
20130401,4.93,N,0,22895.00,-0.61,-0.24
20130402,4.97,N,0,23003.00,-0.60,-0.23
20130403,4.82,N,0,22598.00,-0.62,-0.25
20130408,4.73,N,0,22355.00,-0.62,-0.25
20130409,4.81,N,0,22571.00,-0.62,-0.25
20130410,4.92,N,0,22868.00,-0.61,-0.24
20130411,4.81,N,0,22571.00,-0.62,-0.25
20130412,4.68,N,0,22220.00,-0.63,-0.26
20130415,4.60,N,0,22004.00,-0.63,-0.27
20130416,4.70,N,0,22274.00,-0.63,-0.26
20130417,4.82,B,1000,22598.00,-0.62,-0.25
20130418,4.78,N,0,22450.00,-0.62,-0.25
20130419,4.87,B,0,22783.00,-0.61,-0.24
20130422,4.88,N,0,22820.00,-0.61,-0.24
20130423,4.65,N,0,21969.00,-0.63,-0.27
20130424,4.77,N,0,22413.00,-0.62,-0.25
20130425,4.57,N,0,21673.00,-0.64,-0.28
20130426,4.51,N,0,21451.00,-0.64,-0.28
20130502,4.57,N,0,21673.00,-0.64,-0.28
20130503,4.62,N,0,21858.00,-0.63,-0.27
20130506,4.67,N,0,22043.00,-0.63,-0.27
20130507,4.71,N,0,22191.00,-0.62,-0.26
20130508,4.76,N,0,22376.00,-0.62,-0.25
20130509,4.69,N,0,22117.00,-0.63,-0.26
20130510,4.68,N,0,22080.00,-0.63,-0.26
20130513,4.66,N,0,22006.00,-0.63,-0.27
20130514,5.13,B,900,23745.00,-0.59,-0.21
20130515,5.31,N,0,24573.00,-0.58,-0.18
20130516,5.33,N,0,24665.00,-0.58,-0.18
20130517,5.36,N,0,24803.00,-0.57,-0.17
20130520,5.41,N,0,25033.00,-0.57,-0.17
20130521,5.32,N,0,24619.00,-0.58,-0.18
20130522,5.48,N,0,25355.00,-0.56,-0.15
20130523,5.36,N,0,24803.00,-0.57,-0.17
20130524,5.54,N,0,25631.00,-0.56,-0.15
20130527,5.53,N,0,25585.00,-0.56,-0.15
20130528,5.59,N,0,25861.00,-0.55,-0.14
20130529,5.68,N,0,26275.00,-0.55,-0.12
20130530,5.95,N,0,27517.00,-0.53,-0.08
20130531,5.79,S,1500,26781.00,-0.54,-0.11
20130603,5.66,N,0,26378.00,-0.55,-0.12
20130604,5.55,N,0,26037.00,-0.56,-0.13
20130605,5.59,N,0,26161.00,-0.55,-0.13
20130606,5.32,N,0,25324.00,-0.58,-0.16
20130607,5.37,N,0,25479.00,-0.57,-0.15
20130613,5.12,N,0,24704.00,-0.59,-0.18
20130614,5.14,N,0,24766.00,-0.59,-0.17
20130617,5.24,N,0,25076.00,-0.58,-0.16
20130618,5.19,N,0,24921.00,-0.59,-0.17
20130619,5.13,N,0,24735.00,-0.59,-0.18
20130620,4.92,N,0,24084.00,-0.61,-0.20
20130621,4.86,N,0,23898.00,-0.61,-0.20
